Info,Warning,dateTime
304,0,2013-04-10 09:34:00
301,0,2013-04-10 09:36:00
224,0,2013-04-10 09:38:00
275,0,2013-04-10 09:40:00
333,0,2013-04-10 09:42:00
295,0,2013-04-10 09:44:00
298,0,2013-04-10 09:46:00
288,0,2013-04-10 09:48:00
304,0,2013-04-10 09:50:00
331,0,2013-04-10 09:52:00
250,0,2013-04-10 09:54:00
325,0,2013-04-10 09:56:00
288,0,2013-04-10 09:58:00
310,0,2013-04-10 10:00:00
326,0,2013-04-10 10:02:00
296,0,2013-04-10 10:04:00
321,0,2013-04-10 10:06:00
287,0,2013-04-10 10:08:00
317,0,2013-04-10 10:10:00
320,0,2013-04-10 10:12:00
299,0,2013-04-10 10:14:00
368,0,2013-04-10 10:16:00
334,0,2013-04-10 10:18:00
371,0,2013-04-10 10:20:00
317,0,2013-04-10 10:22:00
341,0,2013-04-10 10:24:00
372,0,2013-04-10 10:26:00
307,0,2013-04-10 10:28:00
417,0,2013-04-10 10:30:00
336,0,2013-04-10 10:32:00
417,0,2013-04-10 10:34:00
359,0,2013-04-10 10:36:00
367,0,2013-04-10 10:38:00
389,0,2013-04-10 10:40:00
315,0,2013-04-10 10:42:00
448,0,2013-04-10 10:44:00
306,0,2013-04-10 10:46:00
441,0,2013-04-10 10:48:00
388,0,2013-04-10 10:50:00
422,0,2013-04-10 10:52:00
393,0,2013-04-10 10:54:00
398,0,2013-04-10 10:56:00
431,0,2013-04-10 10:58:00
386,0,2013-04-10 11:00:00
389,0,2013-04-10 11:02:00
387,0,2013-04-10 11:04:00
367,0,2013-04-10 11:06:00
340,0,2013-04-10 11:08:00
407,0,2013-04-10 11:10:00
349,0,2013-04-10 11:12:00
393,0,2013-04-10 11:14:00
402,0,2013-04-10 11:16:00
413,0,2013-04-10 11:18:00
366,0,2013-04-10 11:20:00
456,0,2013-04-10 11:22:00
406,0,2013-04-10 11:24:00
450,0,2013-04-10 11:26:00
434,0,2013-04-10 11:28:00
427,0,2013-04-10 11:30:00
403,0,2013-04-10 11:32:00
439,0,2013-04-10 11:34:00
378,0,2013-04-10 11:36:00
382,0,2013-04-10 11:38:00
390,0,2013-04-10 11:40:00
402,0,2013-04-10 11:42:00
405,0,2013-04-10 11:44:00
391,0,2013-04-10 11:46:00
409,0,2013-04-10 11:48:00
437,0,2013-04-10 11:50:00
420,0,2013-04-10 11:52:00
395,0,2013-04-10 11:54:00
466,0,2013-04-10 11:56:00
406,0,2013-04-10 11:58:00
432,0,2013-04-10 12:00:00
457,0,2013-04-10 12:02:00
453,0,2013-04-10 12:04:00
428,0,2013-04-10 12:06:00
381,0,2013-04-10 12:08:00
465,0,2013-04-10 12:10:00
437,0,2013-04-10 12:12:00
409,0,2013-04-10 12:14:00
396,0,2013-04-10 12:16:00
398,0,2013-04-10 12:18:00
363,0,2013-04-10 12:20:00
1399,28594,2013-04-10 12:22:00
2593,84549,2013-04-10 12:24:00
3282,95063,2013-04-10 12:26:00
3572,101056,2013-04-10 12:28:00
3650,107693,2013-04-10 12:30:00
3551,107853,2013-04-10 12:32:00
3585,109189,2013-04-10 12:34:00
3149,81169,2013-04-10 12:36:00
2942,69562,2013-04-10 12:38:00
2923,70959,2013-04-10 12:40:00
2924,64741,2013-04-10 12:42:00
2538,57855,2013-04-10 12:44:00
2013,32237,2013-04-10 12:46:00
1195,13321,2013-04-10 12:48:00
816,2921,2013-04-10 12:50:00
851,2920,2013-04-10 12:52:00
810,2918,2013-04-10 12:54:00
859,2913,2013-04-10 12:56:00
804,2906,2013-04-10 12:58:00
844,2909,2013-04-10 13:00:00
819,2920,2013-04-10 13:02:00
858,2922,2013-04-10 13:04:00
818,2920,2013-04-10 13:06:00
784,2920,2013-04-10 13:08:00
833,2920,2013-04-10 13:10:00
820,2899,2013-04-10 13:12:00
787,2920,2013-04-10 13:14:00
813,2922,2013-04-10 13:16:00
784,2921,2013-04-10 13:18:00
805,2920,2013-04-10 13:20:00
768,2922,2013-04-10 13:22:00
784,2901,2013-04-10 13:24:00
757,2916,2013-04-10 13:26:00
771,2920,2013-04-10 13:28:00
756,2922,2013-04-10 13:30:00
737,2921,2013-04-10 13:32:00
804,2921,2013-04-10 13:34:00
763,2909,2013-04-10 13:36:00
793,2908,2013-04-10 13:38:00
762,2921,2013-04-10 13:40:00
764,2923,2013-04-10 13:42:00
768,2919,2013-04-10 13:44:00
709,2923,2013-04-10 13:46:00
765,2909,2013-04-10 13:48:00
721,2907,2013-04-10 13:50:00
719,2922,2013-04-10 13:52:00
736,2921,2013-04-10 13:54:00
726,2922,2013-04-10 13:56:00
719,2920,2013-04-10 13:58:00
717,2909,2013-04-10 14:00:00
712,2908,2013-04-10 14:02:00
701,2915,2013-04-10 14:04:00
704,2915,2013-04-10 14:06:00
706,2920,2013-04-10 14:08:00
685,2921,2013-04-10 14:10:00
693,2917,2013-04-10 14:12:00
667,2900,2013-04-10 14:14:00
718,2923,2013-04-10 14:16:00
666,2921,2013-04-10 14:18:00
675,2919,2013-04-10 14:20:00
727,2923,2013-04-10 14:22:00
678,2920,2013-04-10 14:24:00
675,2897,2013-04-10 14:26:00
711,2921,2013-04-10 14:28:00
708,2920,2013-04-10 14:30:00
670,2922,2013-04-10 14:32:00
701,2920,2013-04-10 14:34:00
688,2922,2013-04-10 14:36:00
687,2903,2013-04-10 14:38:00
666,2913,2013-04-10 14:40:00
673,2922,2013-04-10 14:42:00
719,2921,2013-04-10 14:44:00
666,2921,2013-04-10 14:46:00
687,2923,2013-04-10 14:48:00
685,2907,2013-04-10 14:50:00
671,2910,2013-04-10 14:52:00
645,2921,2013-04-10 14:54:00
681,2920,2013-04-10 14:56:00
641,2923,2013-04-10 14:58:00
703,2919,2013-04-10 15:00:00
658,2910,2013-04-10 15:02:00
642,2908,2013-04-10 15:04:00
672,2921,2013-04-10 15:06:00
631,2921,2013-04-10 15:08:00
651,2921,2013-04-10 15:10:00
640,2921,2013-04-10 15:12:00
666,2908,2013-04-10 15:14:00
641,2896,2013-04-10 15:16:00
634,2922,2013-04-10 15:18:00
633,2920,2013-04-10 15:20:00
645,2921,2013-04-10 15:22:00
611,2923,2013-04-10 15:24:00
628,2921,2013-04-10 15:26:00
608,2897,2013-04-10 15:28:00
632,2920,2013-04-10 15:30:00
578,2921,2013-04-10 15:32:00
579,2923,2013-04-10 15:34:00
571,2918,2013-04-10 15:36:00
571,2923,2013-04-10 15:38:00
575,2905,2013-04-10 15:40:00
548,2910,2013-04-10 15:42:00
560,2922,2013-04-10 15:44:00
551,2921,2013-04-10 15:46:00
570,2921,2013-04-10 15:48:00
582,2922,2013-04-10 15:50:00
568,2908,2013-04-10 15:52:00
532,2909,2013-04-10 15:54:00
584,2921,2013-04-10 15:56:00
539,2922,2013-04-10 15:58:00
537,2920,2013-04-10 16:00:00
554,2921,2013-04-10 16:02:00
575,2910,2013-04-10 16:04:00
570,2907,2013-04-10 16:06:00
543,2923,2013-04-10 16:08:00
553,2921,2013-04-10 16:10:00
561,2920,2013-04-10 16:12:00
533,2923,2013-04-10 16:14:00
546,2912,2013-04-10 16:16:00
545,2904,2013-04-10 16:18:00
582,2921,2013-04-10 16:20:00
575,2917,2013-04-10 16:22:00
529,2913,2013-04-10 16:24:00
550,2920,2013-04-10 16:26:00
569,2922,2013-04-10 16:28:00
543,2895,2013-04-10 16:30:00
541,2921,2013-04-10 16:32:00
933,2349,2013-04-10 16:34:00
378,1860,2013-04-10 16:36:00
368,1860,2013-04-10 16:38:00
340,1862,2013-04-10 16:40:00
378,1837,2013-04-10 16:42:00
381,1859,2013-04-10 16:44:00
370,1858,2013-04-10 16:46:00
349,1861,2013-04-10 16:48:00
377,1861,2013-04-10 16:50:00
391,1860,2013-04-10 16:52:00
351,1847,2013-04-10 16:54:00
385,1849,2013-04-10 16:56:00
349,1859,2013-04-10 16:58:00
420,1862,2013-04-10 17:00:00
359,1859,2013-04-10 17:02:00
383,1860,2013-04-10 17:04:00
1234,624,2013-04-10 17:06:00
216,0,2013-04-10 17:08:00
230,0,2013-04-10 17:10:00
189,0,2013-04-10 17:12:00
238,0,2013-04-10 17:14:00
180,0,2013-04-10 17:16:00
102,0,2013-04-10 17:18:00
45,0,2013-04-10 17:20:00
48,0,2013-04-10 17:22:00
96,0,2013-04-10 17:24:00
27,0,2013-04-10 17:26:00
60,0,2013-04-10 17:28:00
53,0,2013-04-10 17:30:00
78,0,2013-04-10 17:32:00
50,0,2013-04-10 17:34:00
34,0,2013-04-10 17:36:00
62,0,2013-04-10 17:38:00
53,0,2013-04-10 17:40:00
57,0,2013-04-10 17:42:00
66,0,2013-04-10 17:44:00
88,0,2013-04-10 17:46:00
42,0,2013-04-10 17:48:00
60,0,2013-04-10 17:50:00
46,0,2013-04-10 17:52:00
46,0,2013-04-10 17:54:00
59,0,2013-04-10 17:56:00
63,0,2013-04-10 17:58:00
89,0,2013-04-10 18:00:00
55,0,2013-04-10 18:02:00
70,0,2013-04-10 18:04:00
64,0,2013-04-10 18:06:00
29,0,2013-04-10 18:08:00
39,0,2013-04-10 18:10:00
69,0,2013-04-10 18:12:00
42,0,2013-04-10 18:14:00
65,0,2013-04-10 18:16:00
60,0,2013-04-10 18:18:00
69,0,2013-04-10 18:20:00
46,0,2013-04-10 18:22:00
21,0,2013-04-10 18:24:00
81,0,2013-04-10 18:26:00
61,0,2013-04-10 18:28:00
78,0,2013-04-10 18:30:00
54,0,2013-04-10 18:32:00
64,0,2013-04-10 18:34:00
45,0,2013-04-10 18:36:00
33,0,2013-04-10 18:38:00
46,0,2013-04-10 18:40:00
37,0,2013-04-10 18:42:00
74,0,2013-04-10 18:44:00
55,0,2013-04-10 18:46:00
49,0,2013-04-10 18:48:00
75,0,2013-04-10 18:50:00
34,0,2013-04-10 18:52:00
42,0,2013-04-10 18:54:00
34,0,2013-04-10 18:56:00
65,0,2013-04-10 18:58:00
52,0,2013-04-10 19:00:00
84,0,2013-04-10 19:02:00
30,0,2013-04-10 19:04:00
39,0,2013-04-10 19:06:00
52,0,2013-04-10 19:08:00
40,0,2013-04-10 19:10:00
38,0,2013-04-10 19:12:00
50,0,2013-04-10 19:14:00
76,0,2013-04-10 19:16:00
52,0,2013-04-10 19:18:00
36,0,2013-04-10 19:20:00
47,0,2013-04-10 19:22:00
76,0,2013-04-10 19:24:00
43,0,2013-04-10 19:26:00
62,0,2013-04-10 19:28:00
74,0,2013-04-10 19:30:00
89,0,2013-04-10 19:32:00
28,0,2013-04-10 19:34:00
25,0,2013-04-10 19:36:00
59,0,2013-04-10 19:38:00
60,0,2013-04-10 19:40:00
48,0,2013-04-10 19:42:00
62,0,2013-04-10 19:44:00
65,0,2013-04-10 19:46:00
46,0,2013-04-10 19:48:00
28,0,2013-04-10 19:50:00
65,0,2013-04-10 19:52:00
57,0,2013-04-10 19:54:00
51,0,2013-04-10 19:56:00
65,0,2013-04-10 19:58:00
92,0,2013-04-10 20:00:00
43,0,2013-04-10 20:02:00
60,0,2013-04-10 20:04:00
59,0,2013-04-10 20:06:00
45,0,2013-04-10 20:08:00
34,0,2013-04-10 20:10:00
67,0,2013-04-10 20:12:00
68,0,2013-04-10 20:14:00
44,0,2013-04-10 20:16:00
31,0,2013-04-10 20:18:00
48,0,2013-04-10 20:20:00
50,0,2013-04-10 20:22:00
46,0,2013-04-10 20:24:00
59,0,2013-04-10 20:26:00
55,0,2013-04-10 20:28:00
72,0,2013-04-10 20:30:00
38,0,2013-04-10 20:32:00
52,0,2013-04-10 20:34:00
60,0,2013-04-10 20:36:00
50,0,2013-04-10 20:38:00
53,0,2013-04-10 20:40:00
42,0,2013-04-10 20:42:00
38,0,2013-04-10 20:44:00
59,0,2013-04-10 20:46:00
38,0,2013-04-10 20:48:00
48,0,2013-04-10 20:50:00
42,0,2013-04-10 20:52:00
58,0,2013-04-10 20:54:00
40,0,2013-04-10 20:56:00
72,0,2013-04-10 20:58:00
45,0,2013-04-10 21:00:00
47,0,2013-04-10 21:02:00
40,0,2013-04-10 21:04:00
52,0,2013-04-10 21:06:00
51,0,2013-04-10 21:08:00
67,0,2013-04-10 21:10:00
86,0,2013-04-10 21:12:00
30,0,2013-04-10 21:14:00
58,0,2013-04-10 21:16:00
49,0,2013-04-10 21:18:00
47,0,2013-04-10 21:20:00
86,0,2013-04-10 21:22:00
46,0,2013-04-10 21:24:00
70,0,2013-04-10 21:26:00
34,0,2013-04-10 21:28:00
55,0,2013-04-10 21:30:00
34,0,2013-04-10 21:32:00
50,0,2013-04-10 21:34:00
77,0,2013-04-10 21:36:00
32,0,2013-04-10 21:38:00
38,0,2013-04-10 21:40:00
76,0,2013-04-10 21:42:00
70,0,2013-04-10 21:44:00
30,0,2013-04-10 21:46:00
49,0,2013-04-10 21:48:00
48,0,2013-04-10 21:50:00
103,0,2013-04-10 21:52:00
53,0,2013-04-10 21:54:00
71,0,2013-04-10 21:56:00
50,0,2013-04-10 21:58:00
43,0,2013-04-10 22:00:00
53,0,2013-04-10 22:02:00
38,0,2013-04-10 22:04:00
56,0,2013-04-10 22:06:00
94,0,2013-04-10 22:08:00
71,0,2013-04-10 22:10:00
65,0,2013-04-10 22:12:00
26,0,2013-04-10 22:14:00
38,0,2013-04-10 22:16:00
73,0,2013-04-10 22:18:00
67,0,2013-04-10 22:20:00
49,0,2013-04-10 22:22:00
81,0,2013-04-10 22:24:00
40,0,2013-04-10 22:26:00
28,0,2013-04-10 22:28:00
35,0,2013-04-10 22:30:00
35,0,2013-04-10 22:32:00
76,0,2013-04-10 22:34:00
45,0,2013-04-10 22:36:00
61,0,2013-04-10 22:38:00
60,0,2013-04-10 22:40:00
36,0,2013-04-10 22:42:00
67,0,2013-04-10 22:44:00
30,0,2013-04-10 22:46:00
72,0,2013-04-10 22:48:00
40,0,2013-04-10 22:50:00
50,0,2013-04-10 22:52:00
93,0,2013-04-10 22:54:00
34,0,2013-04-10 22:56:00
54,0,2013-04-10 22:58:00
52,0,2013-04-10 23:00:00
45,0,2013-04-10 23:02:00
35,0,2013-04-10 23:04:00
51,0,2013-04-10 23:06:00
71,0,2013-04-10 23:08:00
21,0,2013-04-10 23:10:00
45,0,2013-04-10 23:12:00
76,0,2013-04-10 23:14:00
69,0,2013-04-10 23:16:00
34,0,2013-04-10 23:18:00
53,0,2013-04-10 23:20:00
65,0,2013-04-10 23:22:00
35,0,2013-04-10 23:24:00
38,0,2013-04-10 23:26:00
60,0,2013-04-10 23:28:00
47,0,2013-04-10 23:30:00
44,0,2013-04-10 23:32:00
57,0,2013-04-10 23:34:00
50,0,2013-04-10 23:36:00
57,0,2013-04-10 23:38:00
35,0,2013-04-10 23:40:00
57,0,2013-04-10 23:42:00
66,0,2013-04-10 23:44:00
33,0,2013-04-10 23:46:00
51,0,2013-04-10 23:48:00
53,0,2013-04-10 23:50:00
56,0,2013-04-10 23:52:00
31,0,2013-04-10 23:54:00
62,0,2013-04-10 23:56:00
44,0,2013-04-10 23:58:00
30,0,2013-04-11 00:00:00
77,0,2013-04-11 00:02:00
36,0,2013-04-11 00:04:00
86,0,2013-04-11 00:06:00
41,0,2013-04-11 00:08:00
95,0,2013-04-11 00:10:00
45,0,2013-04-11 00:12:00
31,0,2013-04-11 00:14:00
28,0,2013-04-11 00:16:00
72,0,2013-04-11 00:18:00
41,0,2013-04-11 00:20:00
69,0,2013-04-11 00:22:00
30,0,2013-04-11 00:24:00
72,0,2013-04-11 00:26:00
56,0,2013-04-11 00:28:00
32,0,2013-04-11 00:30:00
83,0,2013-04-11 00:32:00
64,0,2013-04-11 00:34:00
37,0,2013-04-11 00:36:00
54,0,2013-04-11 00:38:00
84,0,2013-04-11 00:40:00
43,0,2013-04-11 00:42:00
32,0,2013-04-11 00:44:00
61,0,2013-04-11 00:46:00
81,0,2013-04-11 00:48:00
51,0,2013-04-11 00:50:00
34,0,2013-04-11 00:52:00
86,0,2013-04-11 00:54:00
26,0,2013-04-11 00:56:00
46,0,2013-04-11 00:58:00
92,0,2013-04-11 01:00:00
82,0,2013-04-11 01:02:00
72,0,2013-04-11 01:04:00
34,0,2013-04-11 01:06:00
40,0,2013-04-11 01:08:00
62,0,2013-04-11 01:10:00
40,0,2013-04-11 01:12:00
34,0,2013-04-11 01:14:00
75,0,2013-04-11 01:16:00
60,0,2013-04-11 01:18:00
69,0,2013-04-11 01:20:00
57,0,2013-04-11 01:22:00
31,0,2013-04-11 01:24:00
22,0,2013-04-11 01:26:00
68,0,2013-04-11 01:28:00
54,0,2013-04-11 01:30:00
41,0,2013-04-11 01:32:00
36,0,2013-04-11 01:34:00
48,0,2013-04-11 01:36:00
29,0,2013-04-11 01:38:00
40,0,2013-04-11 01:40:00
41,0,2013-04-11 01:42:00
116,0,2013-04-11 01:44:00
59,0,2013-04-11 01:46:00
42,0,2013-04-11 01:48:00
59,0,2013-04-11 01:50:00
42,0,2013-04-11 01:52:00
40,0,2013-04-11 01:54:00
57,0,2013-04-11 01:56:00
79,0,2013-04-11 01:58:00
48,0,2013-04-11 02:00:00
67,0,2013-04-11 02:02:00
53,0,2013-04-11 02:04:00
25,0,2013-04-11 02:06:00
28,0,2013-04-11 02:08:00
61,0,2013-04-11 02:10:00
64,0,2013-04-11 02:12:00
55,0,2013-04-11 02:14:00
28,0,2013-04-11 02:16:00
45,0,2013-04-11 02:18:00
37,0,2013-04-11 02:20:00
50,0,2013-04-11 02:22:00
25,0,2013-04-11 02:24:00
67,0,2013-04-11 02:26:00
58,0,2013-04-11 02:28:00
40,0,2013-04-11 02:30:00
57,0,2013-04-11 02:32:00
54,0,2013-04-11 02:34:00
45,0,2013-04-11 02:36:00
46,0,2013-04-11 02:38:00
57,0,2013-04-11 02:40:00
52,0,2013-04-11 02:42:00
38,0,2013-04-11 02:44:00
52,0,2013-04-11 02:46:00
70,0,2013-04-11 02:48:00
43,0,2013-04-11 02:50:00
29,0,2013-04-11 02:52:00
85,0,2013-04-11 02:54:00
90,0,2013-04-11 02:56:00
62,0,2013-04-11 02:58:00
17,0,2013-04-11 03:00:00
78,0,2013-04-11 03:02:00
53,0,2013-04-11 03:04:00
54,0,2013-04-11 03:06:00
23,0,2013-04-11 03:08:00
70,0,2013-04-11 03:10:00
68,0,2013-04-11 03:12:00
39,0,2013-04-11 03:14:00
53,0,2013-04-11 03:16:00
41,0,2013-04-11 03:18:00
64,0,2013-04-11 03:20:00
26,0,2013-04-11 03:22:00
67,0,2013-04-11 03:24:00
52,0,2013-04-11 03:26:00
51,0,2013-04-11 03:28:00
47,0,2013-04-11 03:30:00
41,0,2013-04-11 03:32:00
46,0,2013-04-11 03:34:00
29,0,2013-04-11 03:36:00
67,0,2013-04-11 03:38:00
35,0,2013-04-11 03:40:00
44,0,2013-04-11 03:42:00
48,0,2013-04-11 03:44:00
63,0,2013-04-11 03:46:00
35,0,2013-04-11 03:48:00
36,0,2013-04-11 03:50:00
51,0,2013-04-11 03:52:00
73,0,2013-04-11 03:54:00
27,0,2013-04-11 03:56:00
27,0,2013-04-11 03:58:00
110,0,2013-04-11 04:00:00
32,0,2013-04-11 04:02:00
35,0,2013-04-11 04:04:00
59,0,2013-04-11 04:06:00
38,0,2013-04-11 04:08:00
25,0,2013-04-11 04:10:00
64,0,2013-04-11 04:12:00
72,0,2013-04-11 04:14:00
76,0,2013-04-11 04:16:00
29,0,2013-04-11 04:18:00
60,0,2013-04-11 04:20:00
58,0,2013-04-11 04:22:00
54,0,2013-04-11 04:24:00
48,0,2013-04-11 04:26:00
58,0,2013-04-11 04:28:00
56,0,2013-04-11 04:30:00
29,0,2013-04-11 04:32:00
65,0,2013-04-11 04:34:00
52,0,2013-04-11 04:36:00
83,0,2013-04-11 04:38:00
25,0,2013-04-11 04:40:00
39,0,2013-04-11 04:42:00
42,0,2013-04-11 04:44:00
35,0,2013-04-11 04:46:00
25,0,2013-04-11 04:48:00
44,0,2013-04-11 04:50:00
74,0,2013-04-11 04:52:00
88,0,2013-04-11 04:54:00
39,0,2013-04-11 04:56:00
52,0,2013-04-11 04:58:00
55,0,2013-04-11 05:00:00
52,0,2013-04-11 05:02:00
60,0,2013-04-11 05:04:00
34,0,2013-04-11 05:06:00
68,0,2013-04-11 05:08:00
53,0,2013-04-11 05:10:00
81,0,2013-04-11 05:12:00
21,0,2013-04-11 05:14:00
22,0,2013-04-11 05:16:00
67,0,2013-04-11 05:18:00
80,0,2013-04-11 05:20:00
18,0,2013-04-11 05:22:00
44,0,2013-04-11 05:24:00
93,0,2013-04-11 05:26:00
62,0,2013-04-11 05:28:00
31,0,2013-04-11 05:30:00
42,0,2013-04-11 05:32:00
87,0,2013-04-11 05:34:00
54,0,2013-04-11 05:36:00
77,0,2013-04-11 05:38:00
60,0,2013-04-11 05:40:00
41,0,2013-04-11 05:42:00
36,0,2013-04-11 05:44:00
27,0,2013-04-11 05:46:00
102,0,2013-04-11 05:48:00
61,0,2013-04-11 05:50:00
60,0,2013-04-11 05:52:00
64,0,2013-04-11 05:54:00
53,0,2013-04-11 05:56:00
26,0,2013-04-11 05:58:00
30,0,2013-04-11 06:00:00
50,0,2013-04-11 06:02:00
62,0,2013-04-11 06:04:00
99,0,2013-04-11 06:06:00
47,0,2013-04-11 06:08:00
53,0,2013-04-11 06:10:00
36,0,2013-04-11 06:12:00
37,0,2013-04-11 06:14:00
48,0,2013-04-11 06:16:00
45,0,2013-04-11 06:18:00
58,0,2013-04-11 06:20:00
53,0,2013-04-11 06:22:00
58,0,2013-04-11 06:24:00
34,0,2013-04-11 06:26:00
36,0,2013-04-11 06:28:00
65,0,2013-04-11 06:30:00
80,0,2013-04-11 06:32:00
66,0,2013-04-11 06:34:00
33,0,2013-04-11 06:36:00
52,0,2013-04-11 06:38:00
53,0,2013-04-11 06:40:00
24,0,2013-04-11 06:42:00
55,0,2013-04-11 06:44:00
96,0,2013-04-11 06:46:00
88,0,2013-04-11 06:48:00
49,0,2013-04-11 06:50:00
69,0,2013-04-11 06:52:00
3087,0,2013-04-11 06:54:00
27672,0,2013-04-11 06:56:00
25984,0,2013-04-11 06:58:00
15772,0,2013-04-11 07:00:00
5002,0,2013-04-11 07:02:00
5009,0,2013-04-11 07:04:00
2444,0,2013-04-11 07:06:00
2123,0,2013-04-11 07:08:00
2053,0,2013-04-11 07:10:00
2128,0,2013-04-11 07:12:00
2656,0,2013-04-11 07:14:00
3630,0,2013-04-11 07:16:00
2289,0,2013-04-11 07:18:00
3179,0,2013-04-11 07:20:00
2181,0,2013-04-11 07:22:00
1990,0,2013-04-11 07:24:00
2058,0,2013-04-11 07:26:00
3002,0,2013-04-11 07:28:00
2008,0,2013-04-11 07:30:00
1822,0,2013-04-11 07:32:00
1397,0,2013-04-11 07:34:00
1088,0,2013-04-11 07:36:00
1449,0,2013-04-11 07:38:00
560,0,2013-04-11 07:40:00
556,0,2013-04-11 07:42:00
529,0,2013-04-11 07:44:00
516,0,2013-04-11 07:46:00
561,0,2013-04-11 07:48:00
418,0,2013-04-11 07:50:00
533,0,2013-04-11 07:52:00
840,0,2013-04-11 07:54:00
4549,0,2013-04-11 07:56:00
4401,0,2013-04-11 07:58:00
3290,0,2013-04-11 08:00:00
1756,0,2013-04-11 08:02:00
1643,0,2013-04-11 08:04:00
904,0,2013-04-11 08:06:00
641,0,2013-04-11 08:08:00
594,0,2013-04-11 08:10:00
508,0,2013-04-11 08:12:00
545,0,2013-04-11 08:14:00
518,0,2013-04-11 08:16:00
771,0,2013-04-11 08:18:00
678,0,2013-04-11 08:20:00
620,0,2013-04-11 08:22:00
502,0,2013-04-11 08:24:00
431,0,2013-04-11 08:26:00
397,0,2013-04-11 08:28:00
421,0,2013-04-11 08:30:00
378,0,2013-04-11 08:32:00
431,0,2013-04-11 08:34:00
508,0,2013-04-11 08:36:00
461,0,2013-04-11 08:38:00
411,0,2013-04-11 08:40:00
464,0,2013-04-11 08:42:00
339,0,2013-04-11 08:44:00
451,0,2013-04-11 08:46:00
394,0,2013-04-11 08:48:00
401,0,2013-04-11 08:50:00
420,0,2013-04-11 08:52:00
324,0,2013-04-11 08:54:00
335,0,2013-04-11 08:56:00
345,0,2013-04-11 08:58:00
340,0,2013-04-11 09:00:00
296,0,2013-04-11 09:02:00
330,0,2013-04-11 09:04:00
327,0,2013-04-11 09:06:00
331,0,2013-04-11 09:08:00
296,0,2013-04-11 09:10:00
343,0,2013-04-11 09:12:00
254,0,2013-04-11 09:14:00
290,0,2013-04-11 09:16:00
265,0,2013-04-11 09:18:00
267,0,2013-04-11 09:20:00
264,0,2013-04-11 09:22:00
265,0,2013-04-11 09:24:00
264,0,2013-04-11 09:26:00
307,0,2013-04-11 09:28:00
239,0,2013-04-11 09:30:00
291,0,2013-04-11 09:32:00
231,0,2013-04-11 09:34:00
302,0,2013-04-11 09:36:00
263,0,2013-04-11 09:38:00
301,0,2013-04-11 09:40:00
329,0,2013-04-11 09:42:00
309,0,2013-04-11 09:44:00
359,0,2013-04-11 09:46:00
342,0,2013-04-11 09:48:00
259,0,2013-04-11 09:50:00
338,0,2013-04-11 09:52:00
333,0,2013-04-11 09:54:00
348,0,2013-04-11 09:56:00
