time,NCon,NVol,srcip,destip,srcport,destport
2013-04-10 11:10:00,464,8.903588000000001,503.068519,460.613484,972.814583,73.312839
2013-04-10 11:15:00,458,8.867719000000001,498.806515,454.745439,959.152765,72.386769
2013-04-10 11:20:00,489,8.813684,471.072216,416.361525,898.233221,65.183508
2013-04-10 11:25:00,560,9.547624,431.045969,374.121527,826.966247,54.532156
2013-04-10 11:30:00,539,9.529418,442.904301,388.520022,846.817115,54.792247
2013-04-10 11:35:00,506,9.354383,451.323616,407.096872,878.037326,58.017604
2013-04-10 11:40:00,488,9.367356,475.96269,434.512502,923.826186,67.124755
2013-04-10 11:45:00,507,9.875535000000001,442.546798,411.244006,879.28772,60.594686
2013-04-10 11:50:00,517,9.960421,448.122477,408.353829,882.376058,58.65768
2013-04-10 11:55:00,505,9.773764,442.451232,397.857828,878.662073,59.793536
2013-04-10 12:00:00,535,10.231522,420.814387,372.279677,831.890446,55.147604
2013-04-10 12:05:00,576,10.440599,415.748485,369.155053,817.734178,53.135737
2013-04-10 12:10:00,537,10.679504,426.108751,386.508347,848.413992,56.945632
2013-04-10 12:15:00,509,10.190821000000001,443.896272,399.13381,887.20434,59.229579
2013-04-10 12:20:00,489,10.14532,445.93672,415.211812,904.986416,62.977275
2013-04-10 12:25:00,2635,10.061771,0.737898,2.090643,1.528357,8.609126
2013-04-10 12:30:00,4617,9.394741999999999,0.601319,1.474967,1.108836,5.657557
2013-04-10 12:35:00,4546,9.090558,0.587076,1.435871,1.070035,5.466653
2013-04-10 12:40:00,3742,8.85143,0.662052,2.162616,1.433626,8.113688
2013-04-10 12:45:00,3341,8.484917,0.837525,2.701202,1.817023,9.845943
2013-04-10 12:50:00,1584,8.095004,3.215749,10.236199,7.878016,35.053997
2013-04-10 12:55:00,1039,7.914942999999999,25.344412,30.498928,52.785949,110.408689
2013-04-10 13:00:00,1041,7.425889999999999,25.675541,30.655008,52.645948,111.254714
2013-04-10 13:05:00,1040,7.231278,25.598238,30.498514,52.398559,110.95054
2013-04-10 13:10:00,1018,7.275977,25.114954,30.308959,52.512586,111.442671
2013-04-10 13:15:00,1007,6.612261999999999,25.257655,30.320901,52.617282,111.861022
2013-04-10 13:20:00,997,6.069587,25.079299,30.13188,52.312512,112.265207
2013-04-10 13:25:00,972,6.050174,24.892745,30.122015,52.275136,113.342963
2013-04-10 13:30:00,947,5.505699,24.842745,30.089005,51.435004,114.743204
2013-04-10 13:35:00,963,5.483152,24.929887,30.169226,51.786168,113.956503
2013-04-10 13:40:00,971,5.141294,24.983165,30.094234,52.203852,113.47323
2013-04-10 13:45:00,938,4.863201999999999,24.624386,29.843618,51.562033,114.493379
2013-04-10 13:50:00,921,4.4130080000000005,24.556185,29.848806,51.854729,115.24984
2013-04-10 13:55:00,908,4.179086,24.192393,29.610892,51.355979,116.100845
2013-04-10 14:00:00,912,3.9851589999999995,24.479667,29.706325,51.606337,115.729788
2013-04-10 14:05:00,877,3.387177,24.17969,29.505788,51.364162,116.786286
2013-04-10 14:10:00,873,3.079776,24.020076,29.431314,50.89139,117.607005
2013-04-10 14:15:00,854,3.0648419999999996,24.072357,29.41823,50.802227,118.257868
2013-04-10 14:20:00,852,3.084835,23.816335,29.293112,50.705959,118.296092
2013-04-10 14:25:00,873,3.340551,24.043884,29.432129,51.11516,117.442743
2013-04-10 14:30:00,881,3.400543,24.06002,29.448232,51.127727,116.935672
2013-04-10 14:35:00,852,3.577988,23.526474,29.152798,50.842731,118.02795
2013-04-10 14:40:00,848,3.610533,23.750443,29.277853,51.135749,117.974193
2013-04-10 14:45:00,863,3.469934,23.890248,29.334279,51.038802,117.211091
2013-04-10 14:50:00,867,3.445696,23.566141,29.201258,50.932753,118.302539
2013-04-10 14:55:00,824,3.195215,23.354555,29.000667,50.738316,118.833611
2013-04-10 15:00:00,827,2.710561,23.486107,29.053053,50.76598,118.399993
2013-04-10 15:05:00,822,2.783544,23.270089,29.021951,50.675422,119.519104
2013-04-10 15:10:00,813,2.5725130000000003,23.112334,28.824243,50.436974,119.588698
2013-04-10 15:15:00,814,2.589775,23.12789,28.831798,50.587338,120.104584
2013-04-10 15:20:00,797,2.287761,22.911448,28.697201,50.386798,120.125947
2013-04-10 15:25:00,785,2.058398,22.756597,28.59575,50.130854,120.583109
2013-04-10 15:30:00,775,1.982877,22.740525,28.527748,50.170672,121.236884
2013-04-10 15:35:00,735,0.9338049999999999,21.861435,27.822823,49.387167,122.864008
2013-04-10 15:40:00,703,0.137245,21.479081,27.508406,49.320154,123.662854
2013-04-10 15:45:00,704,0.148623,21.237241,27.327866,49.10909,124.162728
2013-04-10 15:50:00,707,0.146796,21.407904,27.369307,49.139305,123.605551
2013-04-10 15:55:00,700,0.12886,21.385181,27.471666,49.292825,124.11745
2013-04-10 16:00:00,681,0.12011400000000001,20.840399,26.995342,48.76049,124.772598
2013-04-10 16:05:00,703,0.14472100000000002,21.419525,27.502564,49.296661,124.003524
2013-04-10 16:10:00,696,0.125105,21.083383,27.281239,48.959657,124.224193
2013-04-10 16:15:00,678,0.11249400000000001,20.862701,26.986749,48.783582,124.767105
2013-04-10 16:20:00,704,0.143011,21.426415,27.511255,49.302692,124.075461
2013-04-10 16:25:00,693,0.11626199999999999,21.140448,27.243025,49.053142,124.36907
2013-04-10 16:30:00,686,0.128407,21.143315,27.282419,49.138544,124.544628
2013-04-10 16:35:00,678,0.133903,23.331374,34.802843,58.667303,131.290796
2013-04-10 16:40:00,453,0.098694,22.508306,32.215735,67.313693,182.766446
2013-04-10 16:45:00,477,0.132596,23.900491,33.247398,68.692286,181.330534
2013-04-10 16:50:00,449,0.085467,23.136721,32.62187,66.66148,184.550965
2013-04-10 16:55:00,458,0.11141199999999998,22.917251,32.615992,68.03183,183.055218
2013-04-10 17:00:00,492,0.135424,24.130534,33.157965,68.645086,179.594716
2013-04-10 17:05:00,527,0.123297,20.994584,46.539403,76.868475,152.9083
2013-04-10 17:10:00,359,0.148627,399.027622,350.172131,1257.97269,267.894684
2013-04-10 17:15:00,271,0.095506,310.26538,304.806817,1462.450852,194.688435
2013-04-10 17:20:00,111,0.10861199999999999,1836.518021,1382.347763,3088.281525,736.106259
2013-04-10 17:25:00,80,0.116625,2691.105062,1778.608862,4021.483458,698.722294
2013-04-10 17:30:00,61,0.091071,3301.841258,2156.969105,4721.699766,783.13516
2013-04-10 17:35:00,71,0.098084,3186.003345,1975.946215,4436.968993,721.890496
2013-04-10 17:40:00,70,0.11558399999999999,3073.526377,1898.664094,4407.291595,705.150153
2013-04-10 17:45:00,73,0.10109,3029.597996,1956.458258,4276.274997,758.009689
2013-04-10 17:50:00,81,0.110979,2618.98611,1597.446667,3819.123182,594.994663
2013-04-10 17:55:00,58,0.088447,3560.290631,2164.857286,5147.348889,820.043004
2013-04-10 18:00:00,78,0.105048,2326.958887,1306.229543,3480.48436,480.078499
2013-04-10 18:05:00,99,0.126936,2647.265842,1474.589553,3966.830059,622.46163
2013-04-10 18:10:00,47,0.07195800000000001,4650.050539,2823.446182,5818.223596,1105.671589
2013-04-10 18:15:00,80,0.111366,2742.738847,1654.758644,3906.216603,637.36426
2013-04-10 18:20:00,71,0.099054,3092.859011,1798.448832,4330.807831,681.379917
2013-04-10 18:25:00,51,0.067845,3813.197226,2289.724285,5244.543147,900.426144
2013-04-10 18:30:00,92,0.138504,2612.173972,1647.178396,3683.044825,567.970097
2013-04-10 18:35:00,70,0.095967,2981.291298,1839.299582,4486.888767,731.159311
2013-04-10 18:40:00,48,0.070006,4283.222627,2396.075908,5421.498471,888.135008
2013-04-10 18:45:00,73,0.117835,3225.948118,2142.769476,4538.07057,731.692486
2013-04-10 18:50:00,75,0.087324,2603.130502,1356.95091,4045.540541,639.809059
2013-04-10 18:55:00,51,0.084954,4754.609023,2636.409762,5896.246901,920.801875
2013-04-10 19:00:00,65,0.101613,3222.188878,2185.220499,4590.564875,725.137453
2013-04-10 19:05:00,65,0.095221,3350.542659,2204.673692,4602.043295,757.073867
2013-04-10 19:10:00,56,0.084689,4084.176042,2207.075414,5174.095252,738.861556
2013-04-10 19:15:00,56,0.079437,3805.076389,2318.027983,5008.596612,948.81754
2013-04-10 19:20:00,71,0.095375,3103.30674,2081.400922,4549.208908,736.525745
2013-04-10 19:25:00,68,0.106642,3303.329906,2110.887557,4569.803629,732.601954
2013-04-10 19:30:00,80,0.101975,2519.604838,1497.340088,3791.003903,580.774534
2013-04-10 19:35:00,70,0.108203,3064.299684,1934.460846,4611.49358,751.734373
2013-04-10 19:40:00,63,0.092283,3541.705448,2072.588672,4668.093584,785.303711
2013-04-10 19:45:00,80,0.104585,2684.601288,1586.702082,4069.924174,618.384778
2013-04-10 19:50:00,46,0.075909,4938.98345,2294.814637,5954.406429,586.153663
2013-04-10 19:55:00,73,0.102006,3009.063383,1902.675749,4240.602687,678.431552
2013-04-10 20:00:00,89,0.123162,2326.265633,1485.825842,3575.421991,533.559731
2013-04-10 20:05:00,61,0.086841,3441.004991,1831.335553,4734.099791,791.895701
2013-04-10 20:10:00,63,0.09322799999999999,3803.855123,2594.931198,5116.570188,872.317829
2013-04-10 20:15:00,87,0.128967,2564.330776,1597.917834,3702.84109,574.657871
2013-04-10 20:20:00,41,0.065001,5411.497279,2727.299203,6447.770175,892.375306
2013-04-10 20:25:00,65,0.10363699999999999,3219.414965,2119.086098,4398.467461,790.484747
2013-04-10 20:30:00,75,0.10127799999999999,3002.12612,1776.34807,4340.726498,703.318135
2013-04-10 20:35:00,50,0.077514,4381.76155,2642.81229,5568.004094,906.440555
2013-04-10 20:40:00,71,0.10272,2858.379277,1929.030136,4170.323571,662.471404
2013-04-10 20:45:00,55,0.08288,4311.924313,2639.289505,5409.528933,891.18585
2013-04-10 20:50:00,65,0.099453,3717.374742,2225.699358,5028.381786,883.967425
2013-04-10 20:55:00,63,0.093945,3265.892891,2251.844448,4721.699766,743.699268
2013-04-10 21:00:00,64,0.102932,3375.281205,2006.198489,4644.424945,768.048351
2013-04-10 21:05:00,61,0.088308,3589.510851,2216.662671,4837.922428,792.380738
2013-04-10 21:10:00,68,0.100252,3238.673785,1982.621302,4538.07057,719.056704
2013-04-10 21:15:00,77,0.114273,2737.01796,1836.729031,4013.769261,675.796487
2013-04-10 21:20:00,56,0.091083,3914.683312,2081.330834,5201.082201,770.643365
2013-04-10 21:25:00,75,0.095949,2747.021466,1731.812172,4222.091882,673.694583
2013-04-10 21:30:00,73,0.114416,3134.645475,1808.028825,4294.315202,692.89755
2013-04-10 21:35:00,50,0.083076,4605.952585,2432.256193,5580.424691,1067.365781
2013-04-10 21:40:00,64,0.078849,3224.976876,2075.074001,4677.893852,775.160195
2013-04-10 21:45:00,80,0.120581,2721.645508,1782.286176,3990.144337,628.912872
2013-04-10 21:50:00,54,0.07227599999999999,3785.016896,2282.713354,5147.348889,875.439372
2013-04-10 21:55:00,89,0.118086,2394.181249,1550.45121,3729.462005,574.001896
2013-04-10 22:00:00,71,0.11003099999999999,3039.853425,1859.730969,4246.364696,781.615289
2013-04-10 22:05:00,66,0.089952,3416.779518,1918.507508,4734.099791,784.54673
2013-04-10 22:10:00,92,0.133711,2302.605778,1508.586622,3533.398306,532.205472
2013-04-10 22:15:00,56,0.088264,3662.923567,2264.481871,4999.654408,826.083515
2013-04-10 22:20:00,79,0.11142200000000001,2680.797097,1894.137653,4144.551185,689.0682
2013-04-10 22:25:00,75,0.113523,3010.874206,1869.442637,4204.707351,675.675676
2013-04-10 22:30:00,41,0.064304,5540.054042,2966.211369,6405.511828,926.031278
2013-04-10 22:35:00,61,0.091697,3520.55431,2280.220262,4814.778502,744.821451
2013-04-10 22:40:00,79,0.11441300000000001,2881.521335,1985.842619,4094.067837,642.899951
2013-04-10 22:45:00,58,0.096679,3890.971267,2182.915605,5039.32115,860.952527
2013-04-10 22:50:00,63,0.09952799999999999,3489.062714,2162.059762,4711.914062,754.063827
2013-04-10 22:55:00,76,0.115933,2786.54303,1731.609327,4153.32273,644.521553
2013-04-10 23:00:00,67,0.103532,3395.137881,2023.065595,4590.564875,739.409582
2013-04-10 23:05:00,48,0.076154,4646.354852,2527.226882,5861.072049,1014.494079
2013-04-10 23:10:00,65,0.098248,3550.416836,2197.602941,4734.099791,783.13516
2013-04-10 23:15:00,71,0.107822,3015.997693,1837.625806,4294.315202,684.750022
2013-04-10 23:20:00,64,0.076454,3083.442717,1828.487004,4569.803629,750.376604
2013-04-10 23:25:00,55,0.080387,3847.726752,2163.117118,5277.008045,923.26399
2013-04-10 23:30:00,68,0.095325,3256.971926,1831.1892,4549.208908,745.189019
2013-04-10 23:35:00,64,0.09245700000000001,3422.78425,2256.427057,4781.66585,829.814183
2013-04-10 23:40:00,60,0.091585,3835.13806,2134.276894,5053.931421,804.981654
2013-04-10 23:45:00,67,0.097569,2978.672673,2093.665984,4497.701916,775.94884
2013-04-10 23:50:00,57,0.09109,3548.80733,2409.913235,4814.778502,784.521228
2013-04-10 23:55:00,59,0.082365,4451.945434,2427.731345,5499.683161,894.794355
2013-04-11 00:00:00,56,0.081932,3525.16843,2300.755645,4960.690021,817.548678
2013-04-11 00:05:00,69,0.112393,3230.739675,2249.631019,4558.497167,746.689668
2013-04-11 00:10:00,152,0.208911,2067.689862,1327.410243,3301.045779,456.21825
2013-04-11 00:15:00,86,0.136232,5243.590219,2588.996467,6295.892247,791.439274
2013-04-11 00:20:00,124,0.177464,3356.389315,2237.12042,4644.424945,758.558527
2013-04-11 00:25:00,162,0.213459,2635.32054,1792.722081,4127.791647,700.114198
2013-04-11 00:30:00,106,0.165384,4441.469823,2024.355638,5374.591384,685.048846
2013-04-11 00:35:00,160,0.195017,2537.517359,1680.27899,3869.396383,576.023717
2013-04-11 00:40:00,164,0.232321,2718.528921,1708.873431,4021.483458,636.029013
2013-04-11 00:45:00,90,0.13372799999999999,3909.730421,2455.786391,5272.310483,922.183944
2013-04-11 00:50:00,176,0.250504,2716.41267,1698.858762,3997.746187,616.351571
2013-04-11 00:55:00,134,0.189632,3119.632917,1789.832352,4497.701916,723.781767
2013-04-11 01:00:00,150,0.209015,2674.506322,1850.631759,4213.838103,646.546396
2013-04-11 01:05:00,160,0.21913000000000002,2773.629968,1753.422805,3925.852816,703.169253
2013-04-11 01:10:00,132,0.20436500000000002,2970.324286,1839.855713,4687.5,772.421413
2013-04-11 01:15:00,98,0.14081400000000002,4573.425883,2624.226605,5561.201316,918.301355
2013-04-11 01:20:00,174,0.247858,2517.004398,1534.612267,3670.131601,566.275014
2013-04-11 01:25:00,100,0.144257,3871.451528,2712.182419,5804.990389,1100.581243
2013-04-11 01:30:00,136,0.183245,3433.911274,2082.28086,4506.831855,719.222663
2013-04-11 01:35:00,98,0.136652,4390.297285,2755.659586,5696.421849,970.412022
2013-04-11 01:40:00,98,0.16609000000000002,4640.153687,2415.087845,5874.086236,821.845921
2013-04-11 01:45:00,194,0.283077,2152.026351,1349.076296,3321.356872,480.960262
2013-04-11 01:50:00,116,0.166824,3698.791862,2292.310766,5094.573391,910.629421
2013-04-11 01:55:00,96,0.161982,5056.927167,2571.170261,5896.246901,821.845921
2013-04-11 02:00:00,172,0.235777,2359.491848,1665.825959,3763.389693,522.284177
2013-04-11 02:05:00,132,0.201014,3566.173712,1946.251558,4689.912361,733.509858
2013-04-11 02:10:00,100,0.158495,4182.488813,2685.798192,5505.630652,972.164115
2013-04-11 02:15:00,142,0.206081,3168.221035,1958.746735,4467.102112,768.265732
2013-04-11 02:20:00,90,0.1483,4879.136158,2787.75499,6027.501181,900.060571
2013-04-11 02:25:00,88,0.142624,4811.856301,2744.812492,6151.441712,963.646247
2013-04-11 02:30:00,154,0.20883200000000002,2981.820488,1723.129399,4170.323571,665.897024
2013-04-11 02:35:00,126,0.194212,3205.262052,2256.158147,4791.827428,795.525322
2013-04-11 02:40:00,108,0.176189,3352.718266,2254.452,4549.208908,769.0652
2013-04-11 02:45:00,136,0.182104,3955.815485,2250.595758,5174.095252,842.437509
2013-04-11 02:50:00,144,0.197819,2974.700169,1900.277311,4340.726498,696.040826
2013-04-11 02:55:00,144,0.219873,2544.579451,1840.339345,3943.820136,666.225676
2013-04-11 03:00:00,138,0.171078,3341.778125,1738.905367,4874.697361,819.513224
2013-04-11 03:05:00,150,0.207159,2763.433689,1777.932387,4161.434683,662.471404
2013-04-11 03:10:00,128,0.167265,3219.455615,2062.255408,4711.914062,779.047187
2013-04-11 03:15:00,154,0.225475,2771.890303,1860.256501,4069.924174,642.815442
2013-04-11 03:20:00,108,0.15657000000000001,3911.594574,2225.486985,5288.839409,891.452219
2013-04-11 03:25:00,110,0.165199,3627.797463,2357.006385,4999.654408,845.876422
2013-04-11 03:30:00,136,0.20770100000000002,3420.054239,2129.72273,4791.827428,797.005837
2013-04-11 03:35:00,102,0.16078900000000002,4144.518231,2229.94126,5599.648067,879.830581
2013-04-11 03:40:00,114,0.165911,3683.664348,2113.347114,5079.710133,899.372916
2013-04-11 03:45:00,120,0.16764300000000001,3301.491765,2270.559987,4791.827428,793.747024
2013-04-11 03:50:00,104,0.157923,4588.781132,2262.761282,5631.598468,814.689984
2013-04-11 03:55:00,146,0.21750999999999998,3074.823234,1891.660142,4322.272977,695.126022
2013-04-11 04:00:00,134,0.202051,2778.928677,1987.400975,4276.274997,689.442205
2013-04-11 04:05:00,90,0.141104,5737.996534,2901.634396,6825.808029,1098.006623
2013-04-11 04:10:00,110,0.160118,3729.913336,2306.165891,5305.368335,891.452219
2013-04-11 04:15:00,196,0.273829,2148.29471,1419.996707,3412.645051,490.483941
2013-04-11 04:20:00,106,0.15576700000000002,3965.159324,2208.000499,5392.060158,822.565864
2013-04-11 04:25:00,144,0.195177,2751.454483,1804.371093,4248.988486,677.40252
2013-04-11 04:30:00,128,0.179327,3354.134672,2287.377443,4707.306595,914.362344
2013-04-11 04:35:00,124,0.17913099999999998,3130.996439,1968.473369,4779.027428,783.635056
2013-04-11 04:40:00,134,0.189722,3242.039705,1830.909525,4665.875344,767.616039
2013-04-11 04:45:00,92,0.145716,4771.705054,2556.329895,5931.771753,749.549695
2013-04-11 04:50:00,90,0.134706,4719.541532,2512.914872,6137.052436,1064.089216
2013-04-11 04:55:00,178,0.273554,2478.764091,1339.367538,3695.958048,591.428082
2013-04-11 05:00:00,130,0.194046,3224.352135,2062.44639,4602.043295,798.965019
2013-04-11 05:05:00,130,0.201031,3003.112626,1595.136862,4417.643026,714.878541
2013-04-11 05:10:00,138,0.205862,3175.520176,1976.497093,4699.707031,772.421413
2013-04-11 05:15:00,110,0.165689,3806.408882,2505.037618,5272.310483,908.874114
2013-04-11 05:20:00,156,0.242231,2588.541981,1771.790634,3943.820136,618.193681
2013-04-11 05:25:00,102,0.151257,3281.443397,1942.922786,4851.142073,788.610964
2013-04-11 05:30:00,152,0.223854,3586.929073,2191.461384,4791.827428,776.760476
2013-04-11 05:35:00,164,0.226625,2532.045957,1760.897131,3891.4282,592.902112
2013-04-11 05:40:00,154,0.204058,2798.879783,1807.588138,4053.758819,682.026456
2013-04-11 05:45:00,94,0.14962,5116.275398,2471.248651,6126.750354,750.212711
2013-04-11 05:50:00,176,0.244831,2356.075642,1624.76236,3657.206366,524.962205
2013-04-11 05:55:00,158,0.22592399999999999,2764.557023,1654.924937,3997.746187,624.03103
2013-04-11 06:00:00,74,0.124624,5767.686148,2651.236265,6989.536032,653.038685
2013-04-11 06:05:00,176,0.233789,2268.461609,1645.65269,3557.228851,533.818562
2013-04-11 06:10:00,134,0.193388,3531.349446,2188.942817,4734.099791,787.084606
2013-04-11 06:15:00,90,0.14975,4429.320871,2347.407065,5750.120416,929.9412
2013-04-11 06:20:00,134,0.167198,3425.019535,2252.560978,4756.470587,786.568301
2013-04-11 06:25:00,124,0.181847,3474.830853,2196.954124,4874.697361,868.811099
2013-04-11 06:30:00,118,0.171961,3545.423988,2159.722054,4814.778502,776.532593
2013-04-11 06:35:00,162,0.20830500000000002,2571.699838,1753.541902,3982.233258,656.176734
2013-04-11 06:40:00,126,0.177771,3525.735869,2133.418555,4779.027428,789.293216
2013-04-11 06:45:00,128,0.191141,3302.025245,2204.990155,4711.914062,780.699566
2013-04-11 06:50:00,184,0.253283,2184.318385,1522.728956,3557.228851,506.582374
2013-04-11 06:55:00,13194,32.427903,57.406588,20.780896,63.333556,0.096012
2013-04-11 07:00:00,36895,158.762108,18.491216,6.688821,24.146329,0.140236
2013-04-11 07:05:00,8097,668.590765,74.530953,33.264953,110.381385,2.166617
2013-04-11 07:10:00,3015,865.781233,153.047597,72.360005,217.544103,5.431233
2013-04-11 07:15:00,3212,323.324682,114.09064,59.970475,181.388116,3.93874
2013-04-11 07:20:00,3866,107.53778899999999,102.17536,58.014951,150.423688,18.18905
2013-04-11 07:25:00,2688,76.125906,128.674092,74.499959,220.997741,7.620848
2013-04-11 07:30:00,4865,93.342929,117.499603,65.297452,192.47463,6.154047
2013-04-11 07:35:00,1807,45.040289,159.524647,103.686881,288.133058,13.674046
2013-04-11 07:40:00,2698,13.755547,267.74363,166.229284,426.588662,24.28722
2013-04-11 07:45:00,689,13.973446,370.310883,306.995933,690.834506,52.672658
2013-04-11 07:50:00,611,12.080513999999999,396.088604,351.655781,765.224785,75.269049
2013-04-11 07:55:00,641,11.292904,240.535761,109.498187,295.305392,10.832965
2013-04-11 08:00:00,575,10.838142999999999,98.312619,38.296671,126.318579,1.926151
2013-04-11 08:05:00,551,10.825833,206.830197,101.455147,297.327269,9.957969
2013-04-11 08:10:00,574,10.944458000000001,381.442059,254.157677,603.324697,37.617674
2013-04-11 08:15:00,569,10.499836,421.088911,323.195313,724.826936,55.252284
2013-04-11 08:20:00,579,10.083445,368.805887,248.007844,588.563721,35.393467
2013-04-11 08:25:00,556,9.862476,413.809511,310.860429,703.112655,48.70536
2013-04-11 08:30:00,502,9.380678,493.912364,420.288112,890.095668,83.515779
2013-04-11 08:35:00,530,9.198213,467.857506,404.204751,851.767033,68.237238
2013-04-11 08:40:00,535,9.088224,444.622508,369.182007,818.305023,66.363224
2013-04-11 08:45:00,522,8.581180999999999,480.768791,400.002951,851.829812,69.124185
2013-04-11 08:50:00,490,8.335102000000001,518.174742,429.675575,911.740669,74.342874
2013-04-11 08:55:00,454,7.116639999999999,553.957971,478.847378,974.471821,83.433113
2013-04-11 09:00:00,426,6.470135,572.114708,496.440645,1021.157459,92.615902
2013-04-11 09:05:00,398,6.130569,614.417265,517.107424,1082.391679,96.30877
2013-04-11 09:10:00,396,5.734533,637.262319,519.5119,1102.819458,99.436935
2013-04-11 09:15:00,374,5.440698,654.734315,555.293241,1125.562223,112.359568
2013-04-11 09:20:00,329,5.287885,745.200705,650.478374,1273.107423,121.516813
2013-04-11 09:25:00,329,4.879279,740.558811,642.924192,1252.833945,121.060847
2013-04-11 09:30:00,337,4.611845,764.02171,625.610861,1254.609304,123.261386
2013-04-11 09:35:00,329,4.600843,772.763412,665.92348,1297.460625,128.510676
2013-04-11 09:40:00,369,4.949679,675.550093,539.345759,1147.084763,114.515915
2013-04-11 09:45:00,420,5.331826,590.581352,474.852518,1053.855869,84.486412
2013-04-11 09:50:00,378,5.372264,653.765376,539.291256,1112.190041,101.186267
2013-04-11 09:55:00,428,5.696711,591.960686,499.663395,1046.303775,87.230483
2013-04-11 10:00:00,399,6.163578,601.022733,520.460999,1062.461716,94.108923
2013-04-11 10:05:00,374,6.07903,639.739252,564.095179,1129.715901,99.745898
2013-04-11 10:10:00,412,6.6992259999999995,591.619628,509.682349,1064.636959,87.974587
2013-04-11 10:15:00,420,7.054622,570.113712,493.330563,1034.14789,82.415311
2013-04-11 10:20:00,433,7.466031,570.277035,496.280619,1034.603449,90.713281
