TimeSeconds,parsedDate,dateTimeStr,ipLayerProtocol,ipLayerProtocolCode,firstSeenSrcIp,firstSeenDestIp,firstSeenSrcPort,firstSeenDestPort,moreFragments,contFragments,durationSeconds,firstSeenSrcPayloadBytes,firstSeenDestPayloadBytes,firstSeenSrcTotalBytes,firstSeenDestTotalBytes,firstSeenSrcPacketCount,firstSeenDestPacketCount,recordForceOut
1365905786.5919778,2013-04-14 02:16:26,20130411003619.59,6,TCP,10.62.15.101,172.10.0.3,50755,25,0,0,10,1299,577,1901,1125,11,10,0
1365905787.537398,2013-04-14 02:16:27,20130411003620.54,6,TCP,10.13.77.4,172.10.0.3,59422,25,0,0,10,1299,576,1901,1124,11,10,0
1365905791.475968,2013-04-14 02:16:31,20130411003624.477,6,TCP,10.33.0.15,172.10.0.3,59428,25,0,0,10,1299,576,1901,1124,11,10,0
1365905795.8098767,2013-04-14 02:16:35,20130411003628.805,6,TCP,10.36.156.99,172.30.0.3,50776,25,0,0,10,1299,576,1901,1124,11,10,0
1365905796.1482038,2013-04-14 02:16:36,20130411003629.15,6,TCP,10.77.24.4,172.20.0.15,59468,80,0,0,0,189,5469,521,5801,6,6,0
1365905797.273999,2013-04-14 02:16:37,20130411003630.273,6,TCP,10.1.55.43,172.30.0.3,59442,25,0,0,10,1299,577,1901,1125,11,10,0
1365905798.1848533,2013-04-14 02:16:38,20130411003631.18,6,TCP,10.77.24.4,172.20.0.4,59478,80,0,0,0,192,25594,956,26736,14,21,0
1365905799.1215394,2013-04-14 02:16:39,20130411003632.125,17,UDP,172.30.0.3,172.255.255.255,138,138,0,0,0,201,0,243,0,1,0,0
1365905799.396316,2013-04-14 02:16:39,20130411003632.4,6,TCP,10.78.90.30,172.10.0.4,59482,80,0,0,0,186,10887,680,11435,9,10,0
1365905799.241075,2013-04-14 02:16:39,20130411003632.24,6,TCP,10.43.51.79,172.10.0.3,59448,25,0,0,10,1299,577,1901,1125,11,10,0
1365905801.434575,2013-04-14 02:16:41,20130411003634.434,6,TCP,10.78.90.30,172.10.0.4,59488,80,0,0,0,192,25594,1064,26736,16,21,0
1365905804.458472,2013-04-14 02:16:44,20130411003637.457,6,TCP,10.76.187.88,172.10.0.7,59496,80,0,0,0,170,336,448,506,5,3,0
1365905804.850091,2013-04-14 02:16:44,20130411003637.848,6,TCP,10.170.148.64,172.20.0.3,50789,25,0,0,10,1299,576,1901,1124,11,10,0
1365905806.3489614,2013-04-14 02:16:46,20130411003639.35,6,TCP,10.83.101.25,172.10.0.3,59470,25,0,0,10,1299,577,1901,1125,11,10,0
1365905808.567835,2013-04-14 02:16:48,20130411003641.566,6,TCP,10.58.99.97,172.20.0.3,50796,25,0,0,10,1299,577,1901,1125,11,10,0
1365905812.68187,2013-04-14 02:16:52,20130411003645.684,17,UDP,172.10.0.40,172.255.255.255,137,137,0,0,1,150,0,276,0,3,0,0
1365905812.854229,2013-04-14 02:16:52,20130411003645.85,6,TCP,10.117.23.212,172.30.0.3,50807,25,0,0,10,1299,576,1901,1124,11,10,0
1365905812.475516,2013-04-14 02:16:52,20130411003645.477,6,TCP,10.27.59.101,172.10.0.3,59490,25,0,0,10,1299,576,1901,1124,11,10,0
1365905816.275403,2013-04-14 02:16:56,20130411003649.277,6,TCP,10.77.24.4,172.20.0.3,59501,25,0,0,10,1299,577,1901,1125,11,10,0
1365905825.540977,2013-04-14 02:17:05,20130411003658.543,6,TCP,10.58.99.97,172.30.0.3,50826,25,0,0,10,1299,577,1901,1125,11,10,0
1365905829.154572,2013-04-14 02:17:09,20130411003702.156,6,TCP,10.58.99.97,172.10.0.4,59525,80,0,0,0,177,7129,563,7569,7,8,0
1365905831.882968,2013-04-14 02:17:11,20130411003704.88,6,TCP,10.41.9.89,172.10.0.3,50835,25,0,0,10,1299,576,1901,1178,11,11,0
1365905831.1993947,2013-04-14 02:17:11,20130411003704.2,6,TCP,10.58.99.97,172.10.0.4,59531,80,0,0,0,192,25594,956,26736,14,21,0
