dateTime,priority,operation,messageCode,protocol,SrcIp,destIp,srcPort,destPort,destService,direction,flags,command
2013-04-14 02:14:17,Info,Teardown,ASA-6-302014,TCP,10.77.101.2,172.30.0.4,59029,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:14:18,Info,Built,ASA-6-302013,TCP,10.0.3.77,172.30.0.4,59032,80,http,inbound,(empty),(empty)
2013-04-14 02:14:18,Info,Teardown,ASA-6-302014,TCP,10.0.3.77,172.30.0.4,59032,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:14:19,Info,Built,ASA-6-302013,TCP,10.77.101.2,172.30.0.4,59037,80,http,inbound,(empty),(empty)
2013-04-14 02:14:19,Info,Teardown,ASA-6-302014,TCP,10.77.101.2,172.30.0.4,59037,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:14:20,Info,Built,ASA-6-302013,TCP,10.0.3.77,172.30.0.4,59040,80,http,inbound,(empty),(empty)
2013-04-14 02:14:20,Info,Teardown,ASA-6-302014,TCP,10.0.3.77,172.30.0.4,59040,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:14:21,Info,Built,ASA-6-302013,TCP,10.77.101.2,172.30.0.4,59046,80,http,inbound,(empty),(empty)
2013-04-14 02:14:21,Info,Teardown,ASA-6-302014,TCP,10.77.101.2,172.30.0.4,59046,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:14:22,Info,Built,ASA-6-302013,TCP,10.0.3.77,172.30.0.4,59049,80,http,inbound,(empty),(empty)
2013-04-14 02:14:22,Info,Teardown,ASA-6-302014,TCP,10.0.3.77,172.30.0.4,59049,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:14:22,Info,Built,ASA-6-302013,TCP,10.32.42.116,172.10.0.3,59052,25,smtp,inbound,(empty),(empty)
2013-04-14 02:14:23,Info,Built,ASA-6-302013,TCP,10.77.101.2,172.30.0.4,59056,80,http,inbound,(empty),(empty)
2013-04-14 02:14:23,Info,Teardown,ASA-6-302014,TCP,10.77.101.2,172.30.0.4,59056,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:14:24,Info,Built,ASA-6-302013,TCP,10.0.3.77,172.30.0.4,59059,80,http,inbound,(empty),(empty)
2013-04-14 02:14:24,Info,Teardown,ASA-6-302014,TCP,10.0.3.77,172.30.0.4,59059,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:14:24,Info,Teardown,ASA-6-302014,TCP,10.0.125.6,172.10.0.3,59018,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:14:26,Info,Built,ASA-6-302013,TCP,10.0.3.77,172.30.0.4,59064,80,http,inbound,(empty),(empty)
2013-04-14 02:14:26,Info,Teardown,ASA-6-302014,TCP,10.0.3.77,172.30.0.4,59064,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:14:28,Info,Built,ASA-6-302013,TCP,10.0.3.77,172.30.0.4,59069,80,http,inbound,(empty),(empty)
2013-04-14 02:14:28,Info,Teardown,ASA-6-302014,TCP,10.0.3.77,172.30.0.4,59069,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:14:30,Info,Built,ASA-6-302013,TCP,10.0.3.77,172.30.0.4,59074,80,http,inbound,(empty),(empty)
2013-04-14 02:14:30,Info,Teardown,ASA-6-302014,TCP,10.0.3.77,172.30.0.4,59074,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:14:32,Info,Built,ASA-6-302013,TCP,10.0.3.77,172.30.0.4,59079,80,http,inbound,(empty),(empty)
2013-04-14 02:14:32,Info,Teardown,ASA-6-302014,TCP,10.0.3.77,172.30.0.4,59079,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:14:32,Info,Teardown,ASA-6-302014,TCP,10.32.42.116,172.10.0.3,59052,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:14:35,Info,Built,ASA-6-302013,TCP,10.77.101.2,172.30.0.3,59083,25,smtp,inbound,(empty),(empty)
2013-04-14 02:14:35,Info,Built,ASA-6-302013,TCP,10.18.37.65,172.30.0.3,59086,25,smtp,inbound,(empty),(empty)
2013-04-14 02:14:45,Info,Teardown,ASA-6-302014,TCP,10.77.101.2,172.30.0.3,59083,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:14:45,Info,Teardown,ASA-6-302014,TCP,10.18.37.65,172.30.0.3,59086,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:14:47,Info,Built,ASA-6-302013,TCP,10.27.200.49,172.30.0.3,59106,25,smtp,inbound,(empty),(empty)
2013-04-14 02:14:57,Info,Teardown,ASA-6-302014,TCP,10.27.200.49,172.30.0.3,59106,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:14:59,Info,Built,ASA-6-302013,TCP,10.149.59.54,172.30.0.3,59119,25,smtp,inbound,(empty),(empty)
2013-04-14 02:15:01,Info,Built,ASA-6-302013,TCP,10.170.148.52,172.20.0.3,59122,25,smtp,inbound,(empty),(empty)
2013-04-14 02:15:05,Info,Built,ASA-6-302013,TCP,10.83.101.25,172.20.0.3,59132,25,smtp,inbound,(empty),(empty)
2013-04-14 02:15:09,Info,Teardown,ASA-6-302014,TCP,10.149.59.54,172.30.0.3,59119,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:15:11,Info,Teardown,ASA-6-302014,TCP,10.170.148.52,172.20.0.3,59122,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:15:12,Info,Built,ASA-6-302013,TCP,10.18.37.65,172.20.0.3,59152,25,smtp,inbound,(empty),(empty)
2013-04-14 02:15:15,Info,Teardown,ASA-6-302014,TCP,10.83.101.25,172.20.0.3,59132,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:15:15,Info,Built,ASA-6-302013,TCP,10.170.32.239,172.30.0.4,59160,80,http,inbound,(empty),(empty)
2013-04-14 02:15:15,Info,Teardown,ASA-6-302014,TCP,10.170.32.239,172.30.0.4,59160,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:15:17,Info,Built,ASA-6-302013,TCP,10.170.32.239,172.30.0.4,59165,80,http,inbound,(empty),(empty)
2013-04-14 02:15:17,Info,Teardown,ASA-6-302014,TCP,10.170.32.239,172.30.0.4,59165,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:15:22,Info,Teardown,ASA-6-302014,TCP,10.18.37.65,172.20.0.3,59152,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:15:36,Info,Built,ASA-6-302013,TCP,10.38.37.13,172.20.0.3,59172,25,smtp,inbound,(empty),(empty)
2013-04-14 02:15:43,Info,Built,ASA-6-302013,TCP,10.43.51.79,172.30.0.3,59182,25,smtp,inbound,(empty),(empty)
2013-04-14 02:15:45,Info,Built,ASA-6-302013,TCP,10.117.23.212,172.30.0.3,59190,25,smtp,inbound,(empty),(empty)
2013-04-14 02:15:46,Info,Teardown,ASA-6-302014,TCP,10.38.37.13,172.20.0.3,59172,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:15:47,Info,Built,ASA-6-302013,TCP,10.0.3.178,172.30.0.4,59195,80,http,inbound,(empty),(empty)
2013-04-14 02:15:47,Info,Teardown,ASA-6-302014,TCP,10.0.3.178,172.30.0.4,59195,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:12:02,Info,Built,ASA-6-302013,TCP,10.77.24.4,172.30.0.3,58733,25,smtp,inbound,(empty),(empty)
2013-04-14 02:12:05,Info,Teardown,ASA-6-302014,TCP,10.76.193.186,172.20.0.3,58714,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:12:07,Info,Teardown,ASA-6-302014,TCP,10.0.3.77,172.30.0.3,58719,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:12:10,Info,Built,ASA-6-302013,TCP,10.58.99.97,172.20.0.3,58749,25,smtp,inbound,(empty),(empty)
2013-04-14 02:12:12,Info,Teardown,ASA-6-302014,TCP,10.77.24.4,172.30.0.3,58733,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:12:12,Info,Built,ASA-6-302013,TCP,10.12.237.111,172.30.0.3,58757,25,smtp,inbound,(empty),(empty)
2013-04-14 02:12:19,Info,Built,ASA-6-302013,TCP,10.249.28.136,172.20.0.3,58772,25,smtp,inbound,(empty),(empty)
2013-04-14 02:12:20,Info,Teardown,ASA-6-302014,TCP,10.58.99.97,172.20.0.3,58749,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:12:22,Info,Built,ASA-6-302013,TCP,10.88.25.4,172.10.0.3,58781,25,smtp,inbound,(empty),(empty)
2013-04-14 02:12:24,Info,Teardown,ASA-6-302014,TCP,10.12.237.111,172.30.0.3,58757,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:12:29,Info,Built,ASA-6-302013,TCP,10.51.88.167,172.30.0.3,58797,25,smtp,inbound,(empty),(empty)
2013-04-14 02:12:29,Info,Teardown,ASA-6-302014,TCP,10.249.28.136,172.20.0.3,58772,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:12:32,Info,Teardown,ASA-6-302014,TCP,10.88.25.4,172.10.0.3,58781,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:12:34,Info,Built,ASA-6-302013,TCP,10.36.156.99,172.30.0.3,58807,25,smtp,inbound,(empty),(empty)
2013-04-14 02:12:39,Info,Teardown,ASA-6-302014,TCP,10.51.88.167,172.30.0.3,58797,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:12:44,Info,Teardown,ASA-6-302014,TCP,10.36.156.99,172.30.0.3,58807,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:12:45,Info,Built,ASA-6-302013,TCP,10.138.78.75,172.30.0.3,58823,25,smtp,inbound,(empty),(empty)
2013-04-14 02:12:55,Info,Teardown,ASA-6-302014,TCP,10.138.78.75,172.30.0.3,58823,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:12:59,Info,Built,ASA-6-302013,TCP,10.57.105.44,172.20.0.3,58835,25,smtp,inbound,(empty),(empty)
2013-04-14 02:13:04,Info,Built,ASA-6-302013,TCP,10.58.99.97,172.10.0.3,58843,25,smtp,inbound,(empty),(empty)
2013-04-14 02:13:09,Info,Teardown,ASA-6-302014,TCP,10.57.105.44,172.20.0.3,58835,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:13:14,Info,Teardown,ASA-6-302014,TCP,10.58.99.97,172.10.0.3,58843,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:13:17,Info,Built,ASA-6-302013,TCP,10.0.3.77,172.10.0.3,58859,25,smtp,inbound,(empty),(empty)
2013-04-14 02:13:22,Info,Built,ASA-6-302013,TCP,10.89.101.53,172.10.0.3,58867,25,smtp,inbound,(empty),(empty)
2013-04-14 02:15:49,Info,Built,ASA-6-302013,TCP,10.0.3.178,172.30.0.4,59202,80,http,inbound,(empty),(empty)
2013-04-14 02:15:49,Info,Teardown,ASA-6-302014,TCP,10.0.3.178,172.30.0.4,59202,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:15:50,Info,Built,ASA-6-302013,TCP,10.1.55.43,172.20.0.3,59209,25,smtp,inbound,(empty),(empty)
2013-04-14 02:15:51,Info,Built,ASA-6-302013,TCP,10.0.3.178,172.30.0.4,59212,80,http,inbound,(empty),(empty)
2013-04-14 02:15:51,Info,Teardown,ASA-6-302014,TCP,10.0.3.178,172.30.0.4,59212,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:15:53,Info,Teardown,ASA-6-302014,TCP,10.43.51.79,172.30.0.3,59182,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:15:53,Info,Built,ASA-6-302013,TCP,10.0.3.178,172.30.0.4,59222,80,http,inbound,(empty),(empty)
2013-04-14 02:15:53,Info,Teardown,ASA-6-302014,TCP,10.0.3.178,172.30.0.4,59222,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:15:54,Info,Built,ASA-6-302013,TCP,10.0.2.181,172.30.0.3,59226,25,smtp,inbound,(empty),(empty)
2013-04-14 02:15:55,Info,Built,ASA-6-302013,TCP,10.0.3.178,172.30.0.4,59232,80,http,inbound,(empty),(empty)
2013-04-14 02:15:55,Info,Teardown,ASA-6-302014,TCP,10.0.3.178,172.30.0.4,59232,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:15:55,Info,Teardown,ASA-6-302014,TCP,10.117.23.212,172.30.0.3,59190,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:15:57,Info,Built,ASA-6-302013,TCP,10.0.3.178,172.30.0.4,59239,80,http,inbound,(empty),(empty)
2013-04-14 02:15:57,Info,Teardown,ASA-6-302014,TCP,10.0.3.178,172.30.0.4,59239,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:15:59,Info,Built,ASA-6-302013,TCP,10.0.3.178,172.30.0.4,59246,80,http,inbound,(empty),(empty)
2013-04-14 02:15:59,Info,Teardown,ASA-6-302014,TCP,10.0.3.178,172.30.0.4,59246,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:16:00,Info,Built,ASA-6-302013,TCP,10.58.99.97,172.30.0.3,59250,25,smtp,inbound,(empty),(empty)
2013-04-14 02:16:00,Info,Teardown,ASA-6-302014,TCP,10.1.55.43,172.20.0.3,59209,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:16:01,Info,Built,ASA-6-302013,TCP,10.0.3.178,172.30.0.4,59255,80,http,inbound,(empty),(empty)
2013-04-14 02:16:01,Info,Teardown,ASA-6-302014,TCP,10.0.3.178,172.30.0.4,59255,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:16:03,Info,Built,ASA-6-302013,TCP,10.0.3.178,172.30.0.4,59261,80,http,inbound,(empty),(empty)
2013-04-14 02:16:03,Info,Teardown,ASA-6-302014,TCP,10.0.3.178,172.30.0.4,59261,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:16:04,Info,Teardown,ASA-6-302014,TCP,10.0.2.181,172.30.0.3,59226,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:16:10,Info,Teardown,ASA-6-302014,TCP,10.58.99.97,172.30.0.3,59250,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:16:13,Info,Built,ASA-6-302013,TCP,10.77.101.2,172.20.0.3,59271,25,smtp,inbound,(empty),(empty)
2013-04-14 02:16:17,Info,Built,ASA-6-302013,TCP,10.1.55.43,172.10.0.4,59277,80,http,inbound,(empty),(empty)
2013-04-14 02:16:17,Info,Teardown,ASA-6-302014,TCP,10.1.55.43,172.10.0.4,59277,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:16:19,Info,Built,ASA-6-302013,TCP,10.1.55.43,172.10.0.4,59282,80,http,inbound,(empty),(empty)
2013-04-14 02:16:19,Info,Teardown,ASA-6-302014,TCP,10.1.55.43,172.10.0.4,59282,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:16:21,Info,Built,ASA-6-302013,TCP,10.1.55.43,172.10.0.4,59287,80,http,inbound,(empty),(empty)
2013-04-14 02:16:21,Info,Teardown,ASA-6-302014,TCP,10.1.55.43,172.10.0.4,59287,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:16:23,Info,Built,ASA-6-302013,TCP,10.1.55.43,172.10.0.4,59292,80,http,inbound,(empty),(empty)
2013-04-14 02:16:23,Info,Teardown,ASA-6-302014,TCP,10.1.55.43,172.10.0.4,59292,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:16:24,Info,Teardown,ASA-6-302014,TCP,10.77.101.2,172.20.0.3,59271,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:16:25,Info,Built,ASA-6-302013,TCP,10.43.51.79,172.20.0.5,59294,80,http,inbound,(empty),(empty)
2013-04-14 02:16:25,Info,Teardown,ASA-6-302014,TCP,10.43.51.79,172.20.0.5,59294,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:16:25,Info,Built,ASA-6-302013,TCP,10.1.55.43,172.10.0.4,59296,80,http,inbound,(empty),(empty)
2013-04-14 02:16:25,Info,Teardown,ASA-6-302014,TCP,10.1.55.43,172.10.0.4,59296,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:16:27,Info,Built,ASA-6-302013,TCP,10.1.55.43,172.10.0.4,59300,80,http,inbound,(empty),(empty)
2013-04-14 02:16:27,Info,Teardown,ASA-6-302014,TCP,10.1.55.43,172.10.0.4,59300,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:16:28,Info,Built,ASA-6-302013,TCP,10.13.77.4,172.30.0.3,59303,25,smtp,inbound,(empty),(empty)
2013-04-14 02:16:29,Info,Built,ASA-6-302013,TCP,10.1.55.43,172.10.0.4,59306,80,http,inbound,(empty),(empty)
2013-04-14 02:16:29,Info,Teardown,ASA-6-302014,TCP,10.1.55.43,172.10.0.4,59306,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:16:31,Info,Built,ASA-6-302013,TCP,10.1.55.43,172.10.0.4,59313,80,http,inbound,(empty),(empty)
2013-04-14 02:16:31,Info,Teardown,ASA-6-302014,TCP,10.1.55.43,172.10.0.4,59313,80,http,inbound,TCP FINs,(empty)
2013-04-14 02:16:33,Info,Built,ASA-6-302013,TCP,10.0.2.181,172.10.0.3,59317,25,smtp,inbound,(empty),(empty)
2013-04-14 02:16:33,Info,Built,ASA-6-302013,TCP,10.27.200.49,172.20.0.3,59320,25,smtp,inbound,(empty),(empty)
2013-04-14 02:16:38,Info,Teardown,ASA-6-302014,TCP,10.13.77.4,172.30.0.3,59303,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:16:43,Info,Built,ASA-6-302013,TCP,10.62.15.101,172.10.0.3,59344,25,smtp,inbound,(empty),(empty)
2013-04-14 02:16:43,Info,Teardown,ASA-6-302014,TCP,10.27.200.49,172.20.0.3,59320,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:16:43,Info,Teardown,ASA-6-302014,TCP,10.0.2.181,172.10.0.3,59317,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:16:53,Info,Teardown,ASA-6-302014,TCP,10.62.15.101,172.10.0.3,59344,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:16:56,Info,Built,ASA-6-302013,TCP,10.62.15.101,172.20.0.3,59356,25,smtp,inbound,(empty),(empty)
2013-04-14 02:17:06,Info,Teardown,ASA-6-302014,TCP,10.62.15.101,172.20.0.3,59356,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:17:30,Info,Built,ASA-6-302013,TCP,10.62.15.101,172.30.0.3,59368,25,smtp,inbound,(empty),(empty)
2013-04-14 02:17:40,Info,Teardown,ASA-6-302014,TCP,10.62.15.101,172.30.0.3,59368,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:17:47,Info,Built,ASA-6-302013,TCP,10.43.51.79,172.20.0.3,59380,25,smtp,inbound,(empty),(empty)
2013-04-14 02:22:37,Info,Built,ASA-6-302013,TCP,10.0.2.181,172.20.0.3,59918,25,smtp,inbound,(empty),(empty)
2013-04-14 02:22:42,Info,Teardown,ASA-6-302014,TCP,10.88.52.24,172.10.0.3,59904,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:22:45,Info,Built,ASA-6-302013,TCP,10.149.59.54,172.30.0.3,59939,25,smtp,inbound,(empty),(empty)
2013-04-14 02:22:46,Info,Teardown,ASA-6-302014,TCP,10.179.19.15,172.30.0.3,59913,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:22:47,Info,Teardown,ASA-6-302014,TCP,10.0.2.181,172.20.0.3,59918,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:22:50,Info,Built,ASA-6-302013,TCP,10.0.3.77,172.20.0.3,59950,25,smtp,inbound,(empty),(empty)
2013-04-14 02:22:55,Info,Teardown,ASA-6-302014,TCP,10.149.59.54,172.30.0.3,59939,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:22:56,Info,Built,ASA-6-302013,TCP,10.27.200.49,172.30.0.3,59962,25,smtp,inbound,(empty),(empty)
2013-04-14 02:23:00,Info,Teardown,ASA-6-302014,TCP,10.0.3.77,172.20.0.3,59950,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:23:06,Info,Teardown,ASA-6-302014,TCP,10.27.200.49,172.30.0.3,59962,25,smtp,inbound,TCP FINs,(empty)
2013-04-14 02:23:29,Info,Built,ASA-6-302013,TCP,10.27.200.49,172.10.0.3,59978,25,smtp,inbound,(empty),(empty)
2013-04-14 02:23:37,Info,Built,ASA-6-302013,TCP,10.170.148.52,172.20.0.3,59991,25,smtp,inbound,(empty),(empty)
2013-04-14 02:23:38,Info,Built,ASA-6-302013,TCP,10.62.15.101,172.30.0.7,59994,80,http,inbound,(empty),(empty)
