time,totalbytes,cpu_load,priority,status,NCon,NVol,srcip_entropy,destip_entropy,srcport_entropy,destport_entropy
2013-04-10 12:20:00,20742.707602000002,2.343264,1.0,0.0032380000000000004,489,10.14532,445.93672,415.211812,904.986416,62.977275
2013-04-10 12:25:00,3979.177225,1.812987,2.9339541641899483,0.007792,2635,10.061771,0.737898,2.090643,1.528357,8.609126
2013-04-10 12:30:00,2128.238825,2.2444599999999997,2.932080030200076,0.004848,4617,9.394741999999999,0.601319,1.474967,1.108836,5.657557
2013-04-10 12:35:00,2089.985752,1.8166380000000002,2.936092191062637,0.0042439999999999995,4546,9.090558,0.587076,1.435871,1.070035,5.466653
2013-04-10 12:40:00,2475.936516,1.994527,2.918096002318144,0.004691,3742,8.85143,0.662052,2.162616,1.433626,8.113688
2013-04-10 12:45:00,2645.1500739999997,2.766925,2.910944944779532,0.002418,3341,8.484917,0.837525,2.701202,1.817023,9.845943
2013-04-10 12:50:00,5326.172522,2.597904,2.8290728945506016,0.003929,1584,8.095004,3.215749,10.236199,7.878016,35.053997
2013-04-10 12:55:00,7854.874172,1.9758930000000001,2.5544902524768296,0.005357,1039,7.914942999999999,25.344412,30.498928,52.785949,110.408689
2013-04-10 13:00:00,7309.977486,2.329161,2.5555793302663963,0.0029460000000000003,1041,7.425889999999999,25.675541,30.655008,52.645948,111.254714
2013-04-10 13:05:00,7249.880497,1.800693,2.5567164179104482,0.0051990000000000005,1040,7.231278,25.598238,30.498514,52.398559,110.95054
2013-04-10 13:10:00,7346.087584000001,2.052133,2.5643882579815727,0.004739,1018,7.275977,25.114954,30.308959,52.512586,111.442671
2013-04-10 13:15:00,6839.259368999999,2.795127,2.565591397849462,0.002486,1007,6.612261999999999,25.257655,30.320901,52.617282,111.861022
2013-04-10 13:20:00,6297.052423,2.501529,2.57184371972877,0.004281,997,6.069587,25.079299,30.13188,52.312512,112.265207
2013-04-10 13:25:00,6385.259557,1.6445990000000001,2.5783994795055296,0.005807,972,6.050174,24.892745,30.122015,52.275136,113.342963
2013-04-10 13:30:00,6000.1173420000005,2.3631729999999997,2.5884719956498103,0.003639,947,5.505699,24.842745,30.089005,51.435004,114.743204
2013-04-10 13:35:00,5905.020534,1.8473680000000001,2.582646420824295,0.005263,963,5.483152,24.929887,30.169226,51.786168,113.956503
2013-04-10 13:40:00,5524.411885,2.161125,2.5802147738366417,0.0034100000000000003,971,5.141294,24.983165,30.094234,52.203852,113.47323
2013-04-10 13:45:00,5256.38826,2.662338,2.5914587645713043,0.0033880000000000004,938,4.863201999999999,24.624386,29.843618,51.562033,114.493379
2013-04-10 13:50:00,4987.336207,2.6360740000000003,2.59426005038887,0.0031829999999999996,921,4.4130080000000005,24.556185,29.848806,51.854729,115.24984
2013-04-10 13:55:00,4765.556522,1.8528630000000001,2.6051417270929464,0.0035240000000000002,908,4.179086,24.192393,29.610892,51.355979,116.100845
2013-04-10 14:00:00,4451.9042549999995,2.323162,2.600395213525085,0.004854,912,3.9851589999999995,24.479667,29.706325,51.606337,115.729788
2013-04-10 14:05:00,4032.2122590000004,1.8336270000000001,2.6087052585064074,0.0044009999999999995,877,3.387177,24.17969,29.505788,51.364162,116.786286
2013-04-10 14:10:00,3615.8445189999998,2.002335,2.6154952960708355,0.0046689999999999995,873,3.079776,24.020076,29.431314,50.89139,117.607005
2013-04-10 14:15:00,3721.671296,2.624795,2.618317216850061,0.0038229999999999996,854,3.0648419999999996,24.072357,29.41823,50.802227,118.257868
2013-04-10 14:20:00,3716.361653,2.710512,2.6218618084870027,0.002752,852,3.084835,23.816335,29.293112,50.705959,118.296092
2013-04-10 14:25:00,3964.643665,1.7951,2.6151971643774923,0.006682,873,3.340551,24.043884,29.432129,51.11516,117.442743
2013-04-10 14:30:00,3963.284129,2.4605259999999998,2.610693769332744,0.005757,881,3.400543,24.06002,29.448232,51.127727,116.935672
2013-04-10 14:35:00,4325.112903,1.8166380000000002,2.62239004886717,0.0042439999999999995,852,3.577988,23.526474,29.152798,50.842731,118.02795
2013-04-10 14:40:00,4424.038551,2.0394520000000003,2.619047619047619,0.004831,848,3.610533,23.750443,29.277853,51.135749,117.974193
2013-04-10 14:45:00,4120.024887,2.663616,2.6158354528364485,0.00286,863,3.469934,23.890248,29.334279,51.038802,117.211091
2013-04-10 14:50:00,4093.633069,2.6612310000000003,2.6229818505734332,0.00263,867,3.445696,23.566141,29.201258,50.932753,118.302539
2013-04-10 14:55:00,3963.9787229999997,1.798268,2.6289511895454045,0.005195,824,3.195215,23.354555,29.000667,50.738316,118.833611
2013-04-10 15:00:00,3357.9693399999996,2.341702,2.625876851130164,0.0027890000000000002,827,2.710561,23.486107,29.053053,50.76598,118.399993
2013-04-10 15:05:00,3526.0905799999996,1.818342,2.633527827648116,0.005291,822,2.783544,23.270089,29.021951,50.675422,119.519104
2013-04-10 15:10:00,3276.583738,2.008481,2.6366692816317383,0.005397,813,2.5725130000000003,23.112334,28.824243,50.436974,119.588698
2013-04-10 15:15:00,3305.6155719999997,2.57461,2.637407157326131,0.002227,814,2.589775,23.12789,28.831798,50.587338,120.104584
2013-04-10 15:20:00,2971.017327,2.66129,2.6395727937043283,0.0036420000000000003,797,2.287761,22.911448,28.697201,50.386798,120.125947
2013-04-10 15:25:00,2717.318239,2.0634740000000003,2.6456009913258978,0.003341,785,2.058398,22.756597,28.59575,50.130854,120.583109
2013-04-10 15:30:00,2657.517857,2.4106810000000003,2.6486578321440706,0.005525,775,1.982877,22.740525,28.527748,50.170672,121.236884
2013-04-10 15:35:00,1316.884564,1.8509209999999998,2.6679228046134518,0.005863,735,0.9338049999999999,21.861435,27.822823,49.387167,122.864008
2013-04-10 15:40:00,203.714888,2.0,2.6738256575169403,0.0031149999999999997,703,0.137245,21.479081,27.508406,49.320154,123.662854
2013-04-10 15:45:00,220.552925,2.657956,2.6788304362841027,0.0034840000000000006,704,0.148623,21.237241,27.327866,49.10909,124.162728
2013-04-10 15:50:00,217.220363,2.616349,2.675229357798165,0.0032700000000000003,707,0.146796,21.407904,27.369307,49.139305,123.605551
2013-04-10 15:55:00,193.063291,1.94964,2.6763418567150428,0.0031969999999999998,700,0.12886,21.385181,27.471666,49.292825,124.11745
2013-04-10 16:00:00,188.05635800000002,2.254398,2.686994686994687,0.004736,681,0.12011400000000001,20.840399,26.995342,48.76049,124.772598
2013-04-10 16:05:00,215.495787,1.8815330000000001,2.675681896650938,0.002613,703,0.14472100000000002,21.419525,27.502564,49.296661,124.003524
2013-04-10 16:10:00,185.36164399999998,2.076857,2.680939226519337,0.005124,696,0.125105,21.083383,27.281239,48.959657,124.224193
2013-04-10 16:15:00,173.545985,2.660777,2.6865688878623395,0.004122,678,0.11249400000000001,20.862701,26.986749,48.783582,124.767105
2013-04-10 16:20:00,212.20914100000002,2.732884,2.6754143646408846,0.002806,704,0.143011,21.426415,27.511255,49.302692,124.075461
2013-04-10 16:25:00,173.97619,1.9577689999999999,2.680728446288612,0.0039840000000000006,693,0.11626199999999999,21.140448,27.243025,49.053142,124.36907
2013-04-10 16:30:00,199.008633,2.261328,2.6809518308882985,0.005268999999999999,686,0.128407,21.143315,27.282419,49.138544,124.544628
2013-04-10 16:35:00,208.655899,1.966798,2.5781031190324635,0.0031620000000000003,678,0.133903,23.331374,34.802843,58.667303,131.290796
2013-04-10 16:40:00,227.94529500000002,1.9796080000000003,2.675004498830304,0.003922,453,0.098694,22.508306,32.215735,67.313693,182.766446
2013-04-10 16:45:00,285.539235,2.447209,2.6577060931899643,0.003034,477,0.132596,23.900491,33.247398,68.692286,181.330534
2013-04-10 16:50:00,198.075431,2.828796,2.6757341019636103,0.002618,449,0.085467,23.136721,32.62187,66.66148,184.550965
2013-04-10 16:55:00,251.86105299999997,1.986864,2.669373759249233,0.004105,458,0.11141199999999998,22.917251,32.615992,68.03183,183.055218
2013-04-10 17:00:00,288.804348,2.330579,2.651988636363636,0.004132,492,0.135424,24.130534,33.157965,68.645086,179.594716
2013-04-10 17:05:00,251.279412,2.019716,2.414427617651848,0.003943,527,0.123297,20.994584,46.539403,76.868475,152.9083
2013-04-10 17:10:00,418.604113,1.8645049999999999,1.0,0.0058189999999999995,359,0.148627,399.027622,350.172131,1257.97269,267.894684
2013-04-10 17:15:00,364.415162,2.534576,1.0,0.003007,271,0.095506,310.26538,304.806817,1462.450852,194.688435
2013-04-10 17:20:00,897.381679,2.785641,1.0,0.003077,111,0.10861199999999999,1836.518021,1382.347763,3088.281525,736.106259
2013-04-10 17:25:00,1323.946809,1.9928,1.0,0.0032,80,0.116625,2691.105062,1778.608862,4021.483458,698.722294
2013-04-10 17:30:00,1379.083333,2.073403,1.0,0.00572,61,0.091071,3301.841258,2156.969105,4721.699766,783.13516
2013-04-10 17:35:00,1131.946809,2.134146,1.0,0.006097999999999999,71,0.098084,3186.003345,1975.946215,4436.968993,721.890496
2013-04-10 17:40:00,1606.289474,1.8820130000000002,1.0,0.0033,70,0.11558399999999999,3073.526377,1898.664094,4407.291595,705.150153
2013-04-10 17:45:00,1207.1,2.692806,1.0,0.00324,73,0.10109,3029.597996,1956.458258,4276.274997,758.009689
2013-04-10 17:50:00,1325.977528,2.733232,1.0,0.003026,81,0.110979,2618.98611,1597.446667,3819.123182,594.994663
2013-04-10 17:55:00,1324.263889,1.9906979999999999,1.0,0.003101,58,0.088447,3560.290631,2164.857286,5147.348889,820.043004
2013-04-10 18:00:00,1160.1010099999999,2.164384,1.0,0.004566,78,0.105048,2326.958887,1306.229543,3480.48436,480.078499
2013-04-10 18:05:00,1206.9285710000001,2.080619,1.0,0.003257,99,0.126936,2647.265842,1474.589553,3966.830059,622.46163
2013-04-10 18:10:00,1237.47619,1.8123369999999999,1.0,0.005213000000000001,47,0.07195800000000001,4650.050539,2823.446182,5818.223596,1105.671589
2013-04-10 18:15:00,1352.643678,2.468452,1.0,0.0029760000000000003,80,0.111366,2742.738847,1654.758644,3906.216603,637.36426
2013-04-10 18:20:00,1325.6875,2.833585,1.0,0.0025210000000000002,71,0.099054,3092.859011,1798.448832,4330.807831,681.379917
2013-04-10 18:25:00,1160.920635,1.9952720000000002,1.0,0.00394,51,0.067845,3813.197226,2289.724285,5244.543147,900.426144
2013-04-10 18:30:00,1488.25,2.199091,1.0,0.005455,92,0.138504,2612.173972,1647.178396,3683.044825,567.970097
2013-04-10 18:35:00,1154.766667,2.142,1.0,0.005,70,0.095967,2981.291298,1839.299582,4486.888767,731.159311
2013-04-10 18:40:00,1478.52,1.8701299999999998,1.0,0.0034630000000000004,48,0.070006,4283.222627,2396.075908,5421.498471,888.135008
2013-04-10 18:45:00,1306.505155,2.469851,1.0,0.0029850000000000002,73,0.117835,3225.948118,2142.769476,4538.07057,731.692486
2013-04-10 18:50:00,1052.449438,2.8282580000000004,1.0,0.002496,75,0.087324,2603.130502,1356.95091,4045.540541,639.809059
2013-04-10 18:55:00,1473.66129,1.9791830000000001,1.0,0.004804,51,0.084954,4754.609023,2636.409762,5896.246901,920.801875
2013-04-10 19:00:00,1471.6,2.135606,1.0,0.002175,65,0.101613,3222.188878,2185.220499,4590.564875,725.137453
2013-04-10 19:05:00,1355.333333,2.070058,1.0,0.005004,65,0.095221,3350.542659,2204.673692,4602.043295,757.073867
2013-04-10 19:10:00,1126.329268,1.8286200000000001,1.0,0.005141,56,0.084689,4084.176042,2207.075414,5174.095252,738.861556
2013-04-10 19:15:00,1399.1,2.4661880000000003,1.0,0.0029920000000000003,56,0.079437,3805.076389,2318.027983,5008.596612,948.81754
2013-04-10 19:20:00,1209.2235289999999,2.758903,1.0,0.0028870000000000002,71,0.095375,3103.30674,2081.400922,4549.208908,736.525745
2013-04-10 19:25:00,1510.4,2.01473,1.0,0.004092,68,0.106642,3303.329906,2110.887557,4569.803629,732.601954
2013-04-10 19:30:00,1311.642857,2.3695459999999997,1.0,0.004452,80,0.101975,2519.604838,1497.340088,3791.003903,580.774534
2013-04-10 19:35:00,1433.246914,2.048726,1.0,0.007751999999999999,70,0.108203,3064.299684,1934.460846,4611.49358,751.734373
2013-04-10 19:40:00,1377.366197,1.8188779999999998,1.0,0.003401,63,0.092283,3541.705448,2072.588672,4668.093584,785.303711
2013-04-10 19:45:00,1229.3956039999998,2.475,1.0,0.003571,80,0.104585,2684.601288,1586.702082,4069.924174,618.384778
2013-04-10 19:50:00,1453.892857,2.831752,1.0,0.0034950000000000003,46,0.075909,4938.98345,2294.814637,5954.406429,586.153663
2013-04-10 19:55:00,1315.915663,1.984089,1.0,0.003182,73,0.102006,3009.063383,1902.675749,4240.602687,678.431552
2013-04-10 20:00:00,1356.204082,2.13488,1.0,0.004351,89,0.123162,2326.265633,1485.825842,3575.421991,533.559731
2013-04-10 20:05:00,1381.119403,1.9873720000000001,1.0,0.003157,61,0.086841,3441.004991,1831.335553,4734.099791,791.895701
2013-04-10 20:10:00,1336.813333,1.8442759999999998,1.0,0.004209,63,0.09322799999999999,3803.855123,2594.931198,5116.570188,872.317829
2013-04-10 20:15:00,1391.418367,2.610895,1.0,0.003243,87,0.128967,2564.330776,1597.917834,3702.84109,574.657871
2013-04-10 20:20:00,1154.919355,2.850101,1.0,0.002515,41,0.065001,5411.497279,2727.299203,6447.770175,892.375306
2013-04-10 20:25:00,1435.051948,2.067695,1.0,0.0042840000000000005,65,0.10363699999999999,3219.414965,2119.086098,4398.467461,790.484747
2013-04-10 20:30:00,1265.367816,2.138383,1.0,0.004370000000000001,75,0.10127799999999999,3002.12612,1776.34807,4340.726498,703.318135
2013-04-10 20:35:00,1277.015152,2.026316,1.0,0.005981,50,0.077514,4381.76155,2642.81229,5568.004094,906.440555
2013-04-10 20:40:00,1445.24,1.8166380000000002,1.0,0.005093,71,0.10272,2858.379277,1929.030136,4170.323571,662.471404
2013-04-10 20:45:00,1168.12987,2.469958,1.0,0.0029739999999999996,55,0.08288,4311.924313,2639.289505,5409.528933,891.18585
2013-04-10 20:50:00,1500.3714289999998,2.756757,1.0,0.002896,65,0.099453,3717.374742,2225.699358,5028.381786,883.967425
2013-04-10 20:55:00,1259.135802,2.033145,1.0,0.00485,63,0.093945,3265.892891,2251.844448,4721.699766,743.699268
2013-04-10 21:00:00,1253.897727,2.22993,1.0,0.003118,64,0.102932,3375.281205,2006.198489,4644.424945,768.048351
2013-04-10 21:05:00,1374.085714,2.085925,1.0,0.00491,61,0.088308,3589.510851,2216.662671,4837.922428,792.380738
2013-04-10 21:10:00,1186.6956519999999,1.920379,1.0,0.006634999999999999,68,0.100252,3238.673785,1982.621302,4538.07057,719.056704
2013-04-10 21:15:00,1469.902439,2.472554,1.0,0.002983,77,0.114273,2737.01796,1836.729031,4013.769261,675.796487
2013-04-10 21:20:00,1320.702703,2.7965259999999996,1.0,0.003474,56,0.091083,3914.683312,2081.330834,5201.082201,770.643365
2013-04-10 21:25:00,1104.287234,1.983632,1.0,0.003897,75,0.095949,2747.021466,1731.812172,4222.091882,673.694583
2013-04-10 21:30:00,1444.369048,2.204082,1.0,0.00471,73,0.114416,3134.645475,1808.028825,4294.315202,692.89755
2013-04-10 21:35:00,1354.7352939999998,1.8765560000000001,1.0,0.007261,50,0.083076,4605.952585,2432.256193,5580.424691,1067.365781
2013-04-10 21:40:00,1142.324324,1.949627,1.0,0.0037310000000000004,64,0.078849,3224.976876,2075.074001,4677.893852,775.160195
2013-04-10 21:45:00,1317.857143,2.489439,1.0,0.003018,80,0.120581,2721.645508,1782.286176,3990.144337,628.912872
2013-04-10 21:50:00,1201.296875,2.925427,1.0,0.003107,54,0.07227599999999999,3785.016896,2282.713354,5147.348889,875.439372
2013-04-10 21:55:00,1210.009524,2.0040259999999996,1.0,0.004026,89,0.118086,2394.181249,1550.45121,3729.462005,574.001896
2013-04-10 22:00:00,1254.234043,2.123894,1.0,0.004425,71,0.11003099999999999,3039.853425,1859.730969,4246.364696,781.615289
2013-04-10 22:05:00,1337.972603,2.056305,1.0,0.003965,66,0.089952,3416.779518,1918.507508,4734.099791,784.54673
2013-04-10 22:10:00,1264.280702,1.84843,1.0,0.004484,92,0.133711,2302.605778,1508.586622,3533.398306,532.205472
2013-04-10 22:15:00,1480.730159,2.501208,1.0,0.004227000000000001,56,0.088264,3662.923567,2264.481871,4999.654408,826.083515
2013-04-10 22:20:00,1195.71,2.758167,1.0,0.002438,79,0.11142200000000001,2680.797097,1894.137653,4144.551185,689.0682
2013-04-10 22:25:00,1285.810526,1.980346,1.0,0.0039310000000000005,75,0.113523,3010.874206,1869.442637,4204.707351,675.675676
2013-04-10 22:30:00,1194.913793,2.2163009999999996,1.0,0.0047020000000000005,41,0.064304,5540.054042,2966.211369,6405.511828,926.031278
2013-04-10 22:35:00,1144.3033710000002,2.035679,1.0,0.004954999999999999,61,0.091697,3520.55431,2280.220262,4814.778502,744.821451
2013-04-10 22:40:00,1398.390805,1.9244439999999998,1.0,0.007778,79,0.11441300000000001,2881.521335,1985.842619,4094.067837,642.899951
2013-04-10 22:45:00,1387.48,2.395455,1.0,0.003247,58,0.096679,3890.971267,2182.915605,5039.32115,860.952527
2013-04-10 22:50:00,1503.385714,2.830189,1.0,0.002301,63,0.09952799999999999,3489.062714,2162.059762,4711.914062,754.063827
2013-04-10 22:55:00,1369.8461539999998,2.041051,1.0,0.0057469999999999995,76,0.115933,2786.54303,1731.609327,4153.32273,644.521553
2013-04-10 23:00:00,1274.2643679999999,2.144981,1.0,0.0029739999999999996,67,0.103532,3395.137881,2023.065595,4590.564875,739.409582
2013-04-10 23:05:00,1539.425926,2.003888,1.0,0.0038880000000000004,48,0.076154,4646.354852,2527.226882,5861.072049,1014.494079
2013-04-10 23:10:00,1284.698795,1.8789240000000003,1.0,0.006278,65,0.098248,3550.416836,2197.602941,4734.099791,783.13516
2013-04-10 23:15:00,1497.6578949999998,2.320297,1.0,0.003372,71,0.107822,3015.997693,1837.625806,4294.315202,684.750022
2013-04-10 23:20:00,1145.487179,2.850968,1.0,0.0027010000000000003,64,0.076454,3083.442717,1828.487004,4569.803629,750.376604
2013-04-10 23:25:00,1313.757576,1.9772009999999998,1.0,0.0039310000000000005,55,0.080387,3847.726752,2163.117118,5277.008045,923.26399
2013-04-10 23:30:00,1418.098592,2.133527,1.0,0.003628,68,0.095325,3256.971926,1831.1892,4549.208908,745.189019
2013-04-10 23:35:00,1302.4102560000001,2.256972,1.0,0.0059759999999999995,64,0.09245700000000001,3422.78425,2256.427057,4781.66585,829.814183
2013-04-10 23:40:00,1457.208955,1.818414,1.0,0.0063939999999999995,60,0.091585,3835.13806,2134.276894,5053.931421,804.981654
2013-04-10 23:45:00,1356.844156,2.288564,1.0,0.003989,67,0.097569,2978.672673,2093.665984,4497.701916,775.94884
2013-04-10 23:50:00,1552.2741939999999,2.858917,1.0,0.0026620000000000003,57,0.09109,3548.80733,2409.913235,4814.778502,784.521228
2013-04-10 23:55:00,1241.291667,2.056478,1.0,0.003322,59,0.082365,4451.945434,2427.731345,5499.683161,894.794355
2013-04-11 00:00:00,1325.090909,2.135958,1.0,0.004458,56,0.081932,3525.16843,2300.755645,4960.690021,817.548678
2013-04-11 00:05:00,1679.8472219999999,2.001553,1.0,0.003882,69,0.112393,3230.739675,2249.631019,4558.497167,746.689668
2013-04-11 00:10:00,1197.248677,1.8166380000000002,1.0,0.0042439999999999995,152,0.208911,2067.689862,1327.410243,3301.045779,456.21825
2013-04-11 00:15:00,1565.2391300000002,2.283044,1.0,0.004005,86,0.136232,5243.590219,2588.996467,6295.892247,791.439274
2013-04-11 00:20:00,1251.8421050000002,2.9934119999999997,1.0,0.002353,124,0.177464,3356.389315,2237.12042,4644.424945,758.558527
